index,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
25683,2011,1.0,2.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-23 00:00:00,Resignation,Salary,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2016-12-31 00:00:00
25688,2013,1.0,2.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-17 00:00:00,Resignation,Others,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2015-12-31 00:00:00
25689,2013,1.0,2.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-17 00:00:00,Resignation,Others,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2016-12-31 00:00:00
25690,2013,1.0,2.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-17 00:00:00,Resignation,Others,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2015-12-31 00:00:00
25691,2013,1.0,2.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-17 00:00:00,Resignation,Others,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2016-12-31 00:00:00
25692,2014,4.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-26 00:00:00,Resignation,Salary,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2015-12-31 00:00:00
25693,2014,4.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-26 00:00:00,Resignation,Salary,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2016-12-31 00:00:00
25694,2014,4.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-26 00:00:00,Resignation,Salary,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2015-12-31 00:00:00
25695,2014,4.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-26 00:00:00,Resignation,Salary,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2016-12-31 00:00:00
25740,2026,1.0,4.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Stress,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2015-12-31 00:00:00
25741,2026,1.0,4.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Stress,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2016-12-31 00:00:00
25742,2026,1.0,4.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Stress,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2015-12-31 00:00:00
25743,2026,1.0,4.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Stress,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2016-12-31 00:00:00
25800,2041,3.0,3.0,3.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Stress,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
25801,2041,3.0,3.0,3.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Stress,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
25802,2041,3.0,3.0,3.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Stress,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
25803,2041,3.0,3.0,3.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Stress,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
25804,2042,1.0,1.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-25 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
25805,2042,1.0,1.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-25 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
25806,2042,1.0,1.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-25 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
25807,2042,1.0,1.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-25 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
25812,2044,3.0,3.0,2.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-09-01 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
25813,2044,3.0,3.0,2.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-09-01 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
25814,2044,3.0,3.0,2.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-09-01 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
25815,2044,3.0,3.0,2.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-09-01 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
25832,2049,4.0,1.0,1.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
25833,2049,4.0,1.0,1.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
25834,2049,4.0,1.0,1.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
25835,2049,4.0,1.0,1.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
25840,2051,3.0,1.0,2.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-08-26 00:00:00,Resignation,Stress,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
25841,2051,3.0,1.0,2.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-08-26 00:00:00,Resignation,Stress,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
25842,2051,3.0,1.0,2.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-08-26 00:00:00,Resignation,Stress,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
25843,2051,3.0,1.0,2.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-08-26 00:00:00,Resignation,Stress,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
25856,2055,3.0,4.0,2.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-06-03 00:00:00,Fired,,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
25857,2055,3.0,4.0,2.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-06-03 00:00:00,Fired,,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
25858,2055,3.0,4.0,2.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-06-03 00:00:00,Fired,,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
25859,2055,3.0,4.0,2.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-06-03 00:00:00,Fired,,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
25884,2062,1.0,3.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-07 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2015-12-31 00:00:00
25885,2062,1.0,3.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-07 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2016-12-31 00:00:00
25886,2062,1.0,3.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-07 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2015-12-31 00:00:00
25887,2062,1.0,3.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-07 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2016-12-31 00:00:00
25916,2070,3.0,3.0,3.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-06-28 00:00:00,Resignation,Others,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2015-12-31 00:00:00
25917,2070,3.0,3.0,3.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-06-28 00:00:00,Resignation,Others,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2016-12-31 00:00:00
25918,2070,3.0,3.0,3.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-06-28 00:00:00,Resignation,Others,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2015-12-31 00:00:00
25919,2070,3.0,3.0,3.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-06-28 00:00:00,Resignation,Others,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2016-12-31 00:00:00
25928,2073,3.0,4.0,3.0,2016-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-09-08 00:00:00,Resignation,Others,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2015-12-31 00:00:00
25929,2073,3.0,4.0,3.0,2016-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-09-08 00:00:00,Resignation,Others,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2016-12-31 00:00:00
25930,2073,3.0,4.0,3.0,2016-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-09-08 00:00:00,Resignation,Others,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2015-12-31 00:00:00
25931,2073,3.0,4.0,3.0,2016-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-09-08 00:00:00,Resignation,Others,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2016-12-31 00:00:00
25944,2077,1.0,1.0,1.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-08-06 00:00:00,Resignation,Others,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2015-12-31 00:00:00
25945,2077,1.0,1.0,1.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-08-06 00:00:00,Resignation,Others,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2016-12-31 00:00:00
25946,2077,1.0,1.0,1.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-08-06 00:00:00,Resignation,Others,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2015-12-31 00:00:00
25947,2077,1.0,1.0,1.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-08-06 00:00:00,Resignation,Others,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2016-12-31 00:00:00
25972,2084,4.0,2.0,1.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-16 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2015-12-31 00:00:00
25973,2084,4.0,2.0,1.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-16 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2016-12-31 00:00:00
25974,2084,4.0,2.0,1.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-16 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2015-12-31 00:00:00
25975,2084,4.0,2.0,1.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-16 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2016-12-31 00:00:00
26056,2105,1.0,2.0,4.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-02 00:00:00,Resignation,Salary,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2015-12-31 00:00:00
26057,2105,1.0,2.0,4.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-02 00:00:00,Resignation,Salary,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2016-12-31 00:00:00
26058,2105,1.0,2.0,4.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-02 00:00:00,Resignation,Salary,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2015-12-31 00:00:00
26059,2105,1.0,2.0,4.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-02 00:00:00,Resignation,Salary,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2016-12-31 00:00:00
26132,2124,3.0,4.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-27 00:00:00,Fired,,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2015-12-31 00:00:00
26133,2124,3.0,4.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-27 00:00:00,Fired,,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2016-12-31 00:00:00
26134,2124,3.0,4.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-27 00:00:00,Fired,,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2015-12-31 00:00:00
26135,2124,3.0,4.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-27 00:00:00,Fired,,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2016-12-31 00:00:00
26140,2126,1.0,2.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-02 00:00:00,Resignation,Salary,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2015-12-31 00:00:00
26141,2126,1.0,2.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-02 00:00:00,Resignation,Salary,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2016-12-31 00:00:00
26142,2126,1.0,2.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-02 00:00:00,Resignation,Salary,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2015-12-31 00:00:00
26143,2126,1.0,2.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-02 00:00:00,Resignation,Salary,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2016-12-31 00:00:00
26148,2128,1.0,3.0,1.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-20 00:00:00,Resignation,Salary,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2015-12-31 00:00:00
26149,2128,1.0,3.0,1.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-20 00:00:00,Resignation,Salary,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2016-12-31 00:00:00
26150,2128,1.0,3.0,1.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-20 00:00:00,Resignation,Salary,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2015-12-31 00:00:00
26151,2128,1.0,3.0,1.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-20 00:00:00,Resignation,Salary,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2016-12-31 00:00:00
26200,2141,1.0,4.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-30 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2015-12-31 00:00:00
26201,2141,1.0,4.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-30 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2016-12-31 00:00:00
26202,2141,1.0,4.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-30 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2015-12-31 00:00:00
26203,2141,1.0,4.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-30 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2016-12-31 00:00:00
26216,2145,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2015-12-31 00:00:00
26217,2145,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2016-12-31 00:00:00
26218,2145,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2015-12-31 00:00:00
26219,2145,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2016-12-31 00:00:00
26244,2152,4.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-25 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2015-12-31 00:00:00
26245,2152,4.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-25 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2016-12-31 00:00:00
26246,2152,4.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-25 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2015-12-31 00:00:00
26247,2152,4.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-25 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2016-12-31 00:00:00
26248,2153,3.0,1.0,3.0,2016-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-12-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2015-12-31 00:00:00
26249,2153,3.0,1.0,3.0,2016-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-12-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2016-12-31 00:00:00
26250,2153,3.0,1.0,3.0,2016-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-12-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2015-12-31 00:00:00
26251,2153,3.0,1.0,3.0,2016-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-12-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2016-12-31 00:00:00
26272,2159,4.0,2.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-26 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2015-12-31 00:00:00
26273,2159,4.0,2.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-26 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2016-12-31 00:00:00
26274,2159,4.0,2.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-26 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2015-12-31 00:00:00
