,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,InfoDate
3095,42,Travel_Frequently,Research & Development,18,4,Technical Degree,1,3096,Male,4,Sales Executive,Married,132060,0.0,Y,13,8,2,7.0,2,6,0,4,2016-12-31
3096,24,Travel_Rarely,Research & Development,27,2,Medical,1,3097,Male,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,5,1,4,2016-12-31
3097,34,Travel_Frequently,Research & Development,5,3,Medical,1,3098,Male,2,Research Scientist,Divorced,137440,0.0,Y,20,8,1,3.0,3,2,1,0,2016-12-31
3098,38,Travel_Frequently,Sales,3,3,Marketing,1,3099,Female,2,Sales Executive,Married,49070,1.0,Y,11,8,1,1.0,3,1,0,0,2016-12-31
3099,40,Travel_Rarely,Sales,26,4,Marketing,1,3100,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12,2016-12-31
3100,26,Travel_Rarely,Research & Development,3,2,Medical,1,3101,Female,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,3,0,2,2016-12-31
3101,30,Non-Travel,Research & Development,15,3,Medical,1,3102,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4,2016-12-31
3102,29,Travel_Rarely,Research & Development,8,3,Medical,1,3103,Female,3,Manufacturing Director,Married,194310,1.0,Y,11,8,0,10.0,3,10,0,7,2016-12-31
3103,29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,3104,Male,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,2,1,1,2016-12-31
3104,19,Travel_Rarely,Research & Development,4,3,Medical,1,3105,Male,1,Sales Executive,Single,76440,1.0,Y,15,8,2,1.0,2,1,0,0,2016-12-31
3105,30,Non-Travel,Research & Development,2,4,Life Sciences,1,3106,Female,3,Research Scientist,Married,51310,0.0,Y,15,8,1,10.0,2,9,7,8,2016-12-31
3106,57,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3107,Male,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,1,0,0,2016-12-31
3107,50,Travel_Rarely,Sales,10,4,Life Sciences,1,3108,Female,3,Manager,Married,47870,0.0,Y,12,8,0,28.0,3,27,15,7,2016-12-31
3108,30,Non-Travel,Sales,10,2,Life Sciences,1,3109,Male,3,Laboratory Technician,Single,188800,0.0,Y,22,8,1,12.0,3,11,6,7,2016-12-31
3109,60,Travel_Frequently,Research & Development,16,3,Life Sciences,1,3110,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,2016-12-31
3110,47,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3111,Male,5,Manufacturing Director,Divorced,135700,5.0,Y,16,8,2,20.0,2,5,0,4,2016-12-31
3111,46,Travel_Rarely,Sales,4,1,Technical Degree,1,3112,Male,1,Laboratory Technician,Married,67120,6.0,Y,21,8,1,26.0,3,3,0,1,2016-12-31
3112,35,Travel_Rarely,Research & Development,15,2,Medical,1,3113,Female,2,Laboratory Technician,Single,54060,0.0,Y,12,8,1,6.0,2,5,4,3,2016-12-31
3113,54,Travel_Rarely,Research & Development,2,4,Medical,1,3114,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0,2016-12-31
3114,34,Travel_Rarely,Sales,8,2,Life Sciences,1,3115,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7,2016-12-31
3115,46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3116,Male,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,3,1,2,2016-12-31
3116,31,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3117,Male,2,Research Director,Divorced,53430,1.0,Y,14,8,1,13.0,3,13,0,8,2016-12-31
3117,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3118,Female,4,Research Director,Married,67280,7.0,Y,22,8,0,15.0,2,7,7,7,2016-12-31
3118,33,Travel_Rarely,Sales,5,4,Marketing,1,3119,Male,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,4,1,3,2016-12-31
3119,30,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3120,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2,2016-12-31
3120,35,Travel_Rarely,Research & Development,12,2,Medical,1,3121,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,,2,8,0,0,2016-12-31
3121,31,Travel_Frequently,Research & Development,22,2,Medical,1,3122,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0,2016-12-31
3122,34,Travel_Frequently,Sales,17,1,Marketing,1,3123,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,2016-12-31
3123,42,Travel_Frequently,Research & Development,2,4,Medical,1,3124,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0,2016-12-31
3124,36,Non-Travel,Research & Development,3,4,Medical,1,3125,Male,1,Research Scientist,Single,40250,1.0,Y,11,8,0,10.0,3,10,9,7,2016-12-31
3125,22,Travel_Frequently,Research & Development,7,3,Medical,1,3126,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,2016-12-31
3126,48,Travel_Rarely,Research & Development,6,3,Medical,1,3127,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7,2016-12-31
3127,55,Travel_Rarely,Research & Development,1,3,Medical,1,3128,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7,2016-12-31
3128,41,Non-Travel,Research & Development,3,2,Life Sciences,1,3129,Female,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,14,1,10,2016-12-31
3129,35,Travel_Rarely,Research & Development,22,3,Medical,1,3130,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,2016-12-31
3130,40,Travel_Rarely,Research & Development,15,3,Life Sciences,1,3131,Female,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,20,5,13,2016-12-31
3131,39,Travel_Frequently,Research & Development,12,1,Medical,1,3132,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7,2016-12-31
3132,31,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3133,Male,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,6,0,5,2016-12-31
3133,42,Travel_Rarely,Research & Development,5,3,Medical,1,3134,Male,3,Sales Executive,Married,53900,1.0,Y,14,8,0,10.0,3,10,5,8,2016-12-31
3134,45,Travel_Rarely,Research & Development,2,1,Medical,1,3135,Female,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,8,3,7,2016-12-31
3135,26,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3136,Female,2,Laboratory Technician,Divorced,59930,0.0,Y,12,8,0,8.0,3,7,1,0,2016-12-31
3136,29,Travel_Rarely,Research & Development,5,3,Medical,1,3137,Male,1,Research Scientist,Divorced,51300,4.0,Y,11,8,0,8.0,3,3,1,2,2016-12-31
3137,33,Travel_Rarely,Research & Development,16,3,Medical,1,3138,Female,1,Laboratory Technician,Divorced,20900,4.0,Y,16,8,0,10.0,2,6,0,5,2016-12-31
3138,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3139,Female,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,5,0,1,2016-12-31
3139,18,Travel_Frequently,Research & Development,2,3,Technical Degree,1,3140,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0,2016-12-31
3140,40,Non-Travel,Research & Development,1,4,Technical Degree,1,3141,Female,2,Laboratory Technician,Divorced,30680,3.0,Y,19,8,0,20.0,3,1,0,1,2016-12-31
3141,41,Non-Travel,Research & Development,23,3,Life Sciences,1,3142,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7,2016-12-31
3142,26,Travel_Rarely,Research & Development,9,4,Medical,1,3143,Male,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,0,0,2016-12-31
3143,35,Travel_Rarely,Research & Development,16,4,Medical,1,3144,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3,2016-12-31
3144,34,Travel_Rarely,Research & Development,26,3,Medical,1,3145,Male,1,Laboratory Technician,Single,52370,1.0,Y,19,8,1,10.0,3,10,5,7,2016-12-31
3145,26,Travel_Rarely,Sales,1,3,Marketing,1,3146,Female,2,Manufacturing Director,Single,24260,1.0,Y,22,8,0,1.0,3,1,0,0,2016-12-31
3146,37,Travel_Rarely,Research & Development,8,1,Life Sciences,1,3147,Male,1,Sales Executive,Single,41930,4.0,Y,16,8,1,12.0,5,6,1,2,2016-12-31
3147,46,Travel_Frequently,Research & Development,4,1,Medical,1,3148,Male,5,Human Resources,Married,29110,5.0,Y,13,8,0,28.0,3,2,1,2,2016-12-31
3148,41,Travel_Rarely,Research & Development,24,1,Life Sciences,1,3149,Male,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,18,11,8,2016-12-31
3149,37,Non-Travel,Research & Development,7,2,Medical,1,3150,Male,1,Sales Executive,Divorced,20280,1.0,Y,16,8,1,9.0,3,9,7,7,2016-12-31
3150,52,Travel_Rarely,Sales,2,1,Medical,1,3151,Male,1,Laboratory Technician,Divorced,99800,3.0,Y,11,8,1,18.0,2,10,6,9,2016-12-31
3151,32,Non-Travel,Research & Development,7,2,Life Sciences,1,3152,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2,2016-12-31
3152,24,Travel_Frequently,Sales,22,3,Life Sciences,1,3153,Female,1,Healthcare Representative,Married,29350,0.0,Y,14,8,2,3.0,5,2,2,1,2016-12-31
3153,38,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3154,Female,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,1,0,0,2016-12-31
3154,37,Travel_Rarely,Research & Development,1,4,Technical Degree,1,3155,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3,2016-12-31
3155,49,Travel_Rarely,Sales,21,1,Life Sciences,1,3156,Male,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,31,0,9,2016-12-31
3156,24,Travel_Rarely,Sales,1,3,Marketing,1,3157,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4,2016-12-31
3157,26,Travel_Rarely,Research & Development,19,4,Technical Degree,1,3158,Female,4,Sales Executive,Married,119940,1.0,Y,14,8,1,6.0,6,5,1,4,2016-12-31
3158,24,Travel_Rarely,Sales,7,3,Medical,1,3159,Female,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,1,0,0,2016-12-31
3159,50,Travel_Frequently,Sales,2,2,Marketing,1,3160,Male,1,Sales Executive,Married,29600,1.0,Y,14,8,3,32.0,2,32,10,7,2016-12-31
3160,25,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3161,Male,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,7,0,6,2016-12-31
3161,24,Travel_Frequently,Research & Development,2,3,Medical,1,3162,Male,2,Research Scientist,Married,39190,1.0,Y,21,8,0,6.0,3,6,1,2,2016-12-31
3162,30,Travel_Frequently,Research & Development,9,3,Other,1,3163,Male,2,Healthcare Representative,Married,68250,1.0,Y,14,8,0,1.0,2,1,0,0,2016-12-31
3163,34,Travel_Rarely,Sales,6,2,Life Sciences,1,3164,Male,4,Research Director,Married,102480,1.0,Y,12,8,1,6.0,4,6,1,3,2016-12-31
3164,31,Travel_Rarely,Research & Development,9,1,Medical,1,3165,Female,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,3,1,2,2016-12-31
3165,35,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3166,Female,5,Sales Executive,Single,24960,4.0,Y,17,8,3,9.0,3,3,0,2,2016-12-31
3166,31,Travel_Rarely,Sales,1,3,Marketing,1,3167,Female,2,Sales Executive,Divorced,64650,4.0,Y,17,8,0,13.0,3,7,5,7,2016-12-31
3167,27,Travel_Rarely,Sales,22,4,Medical,1,3168,Male,1,Sales Representative,Divorced,22060,0.0,Y,14,8,1,6.0,4,5,0,3,2016-12-31
3168,37,Travel_Rarely,Sales,9,4,Marketing,1,3169,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0,2016-12-31
3169,20,Travel_Rarely,Research & Development,17,4,Medical,1,3170,Female,1,Sales Representative,Single,22930,1.0,Y,13,8,2,1.0,3,1,0,0,2016-12-31
3170,42,Travel_Rarely,Research & Development,28,4,Life Sciences,1,3171,Female,2,Manufacturing Director,Married,26450,1.0,Y,15,8,0,10.0,5,10,2,2,2016-12-31
3171,43,Travel_Rarely,Research & Development,10,5,Technical Degree,1,3172,Female,2,Sales Executive,Divorced,26830,4.0,Y,11,8,0,21.0,3,1,0,0,2016-12-31
3172,38,Travel_Rarely,Human Resources,2,4,Medical,1,3173,Male,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,0,0,2016-12-31
3173,43,Travel_Frequently,Sales,4,3,Medical,1,3174,Female,2,Healthcare Representative,Divorced,34190,3.0,Y,11,8,1,10.0,5,8,4,7,2016-12-31
3174,48,Travel_Rarely,Research & Development,8,1,Medical,1,3175,Male,2,Laboratory Technician,Married,53760,7.0,Y,13,8,1,21.0,3,3,0,2,2016-12-31
3175,44,Travel_Rarely,Sales,29,4,Marketing,1,3176,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2,2016-12-31
3176,34,Travel_Rarely,Research & Development,13,4,Life Sciences,1,3177,Female,1,Laboratory Technician,Divorced,23410,1.0,Y,20,8,2,8.0,3,8,0,6,2016-12-31
3177,27,Travel_Rarely,Sales,27,3,Life Sciences,1,3178,Male,2,Research Scientist,Divorced,22930,0.0,Y,18,8,0,5.0,0,4,0,2,2016-12-31
3178,21,Travel_Rarely,Sales,16,2,Life Sciences,1,3179,Male,3,Sales Executive,Single,87260,1.0,Y,11,8,1,3.0,2,3,1,2,2016-12-31
3179,44,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3180,Male,1,Laboratory Technician,Married,40110,4.0,Y,14,8,1,26.0,2,2,0,1,2016-12-31
3180,22,Travel_Rarely,Research & Development,2,2,Medical,1,3181,Female,2,Laboratory Technician,Married,195450,0.0,Y,14,8,0,3.0,3,2,2,2,2016-12-31
3181,33,Travel_Rarely,Sales,13,4,Marketing,1,3182,Female,2,Manufacturing Director,Divorced,45680,0.0,Y,18,8,1,6.0,2,5,1,2,2016-12-31
3182,32,Travel_Rarely,Research & Development,1,1,Life Sciences,1,3183,Female,1,Healthcare Representative,Married,30220,1.0,Y,16,8,1,6.0,3,6,0,5,2016-12-31
3183,30,Travel_Frequently,Research & Development,4,5,Technical Degree,1,3184,Male,3,Manager,Divorced,57720,1.0,Y,17,8,0,1.0,3,1,0,0,2016-12-31
3184,53,Travel_Rarely,Research & Development,24,3,Other,1,3185,Female,3,Manager,Single,22690,7.0,Y,11,8,1,18.0,2,14,8,10,2016-12-31
3185,34,Travel_Rarely,Research & Development,1,5,Medical,1,3186,Male,1,Research Scientist,Married,53810,1.0,Y,12,8,0,10.0,0,10,8,8,2016-12-31
3186,45,Travel_Frequently,Research & Development,19,4,Life Sciences,1,3187,Male,3,Research Director,Married,34410,2.0,Y,13,8,1,5.0,5,1,0,0,2016-12-31
3187,26,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3188,Male,1,Manufacturing Director,Married,54540,1.0,Y,13,8,1,3.0,5,3,0,2,2016-12-31
3188,37,Travel_Rarely,Research & Development,4,3,Medical,1,3189,Male,1,Manager,Married,98840,1.0,Y,14,8,0,10.0,3,10,7,8,2016-12-31
3189,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3190,Female,1,Healthcare Representative,Married,41570,1.0,Y,17,8,3,6.0,2,6,1,2,2016-12-31
3190,35,Travel_Rarely,Research & Development,10,5,Medical,1,3191,Female,4,Laboratory Technician,Single,134580,1.0,Y,11,8,0,17.0,3,17,11,8,2016-12-31
3191,33,Travel_Frequently,Research & Development,8,3,Technical Degree,1,3192,Male,2,Laboratory Technician,Divorced,90690,3.0,Y,25,8,1,15.0,3,13,4,7,2016-12-31
3192,54,Travel_Rarely,Research & Development,5,2,Life Sciences,1,3193,Female,2,Sales Executive,Married,40140,2.0,Y,19,8,1,16.0,4,9,7,1,2016-12-31
3193,36,Travel_Rarely,Research & Development,8,3,Life Sciences,1,3194,Male,2,Research Scientist,Divorced,59150,2.0,Y,13,8,1,13.0,3,3,0,2,2016-12-31
3194,27,Travel_Rarely,Sales,9,3,Marketing,1,3195,Male,5,Research Director,Single,59930,0.0,Y,14,8,1,5.0,3,4,1,1,2016-12-31
3195,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3196,Male,5,Sales Representative,Single,61620,1.0,Y,12,8,3,1.0,2,1,1,1,2016-12-31
3196,33,Travel_Frequently,Research & Development,15,4,Medical,1,3197,Female,1,Laboratory Technician,Single,24060,1.0,Y,11,8,0,10.0,3,10,9,7,2016-12-31
3197,35,Non-Travel,Research & Development,2,1,Medical,1,3198,Male,1,Research Scientist,Married,187400,1.0,Y,19,8,1,1.0,2,1,0,0,2016-12-31
3198,23,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3199,Male,1,Healthcare Representative,Married,76370,2.0,Y,11,8,1,5.0,3,3,0,2,2016-12-31
3199,25,Travel_Rarely,Research & Development,11,3,Medical,1,3200,Male,2,Manufacturing Director,Married,100960,0.0,Y,11,8,1,4.0,3,3,1,2,2016-12-31
3200,38,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3201,Male,5,Research Scientist,Single,147560,0.0,Y,20,8,1,8.0,3,7,0,5,2016-12-31
3201,29,Travel_Frequently,Sales,2,4,Life Sciences,1,3202,Male,4,Healthcare Representative,Divorced,64990,1.0,Y,18,8,3,10.0,3,10,2,8,2016-12-31
3202,48,Travel_Rarely,Research & Development,16,3,Technical Degree,1,3203,Male,1,Sales Executive,Married,97240,3.0,Y,13,8,0,12.0,2,2,2,2,2016-12-31
3203,27,Travel_Frequently,Sales,4,3,Technical Degree,1,3204,Male,5,Laboratory Technician,Divorced,21940,1.0,Y,12,8,0,6.0,5,6,0,4,2016-12-31
3204,37,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3205,Male,3,Manager,Single,33880,3.0,Y,11,8,0,4.0,2,1,0,0,2016-12-31
3205,50,Travel_Rarely,Sales,5,3,Medical,1,3206,Male,1,Laboratory Technician,Married,54730,1.0,Y,19,8,1,20.0,2,20,3,8,2016-12-31
3206,34,Travel_Rarely,Research & Development,18,1,Medical,1,3207,Male,1,Healthcare Representative,Single,27030,1.0,Y,21,8,1,9.0,2,8,7,7,2016-12-31
3207,24,Travel_Rarely,Research & Development,17,2,Life Sciences,1,3208,Female,1,Healthcare Representative,Single,25010,9.0,Y,12,8,0,4.0,3,2,2,0,2016-12-31
3208,39,Travel_Rarely,Research & Development,12,5,Medical,1,3209,Female,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,20,11,10,2016-12-31
3209,32,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3210,Male,5,Research Scientist,Single,30380,1.0,Y,11,8,0,10.0,5,10,0,8,2016-12-31
3210,50,Travel_Frequently,Research & Development,4,2,Medical,1,3211,Male,4,Sales Representative,Married,44240,3.0,Y,14,8,1,18.0,2,4,1,3,2016-12-31
3211,38,Travel_Rarely,Research & Development,9,4,Life Sciences,1,3212,Male,1,Sales Executive,Single,43120,0.0,Y,12,8,1,10.0,2,9,1,8,2016-12-31
3212,27,Travel_Rarely,Research & Development,10,3,Medical,1,3213,Male,5,Research Scientist,Married,132450,1.0,Y,23,8,1,9.0,3,9,0,7,2016-12-31
3213,32,Travel_Rarely,Sales,1,3,Medical,1,3214,Male,2,Sales Executive,Single,136640,3.0,Y,14,8,0,10.0,6,7,7,7,2016-12-31
3214,47,Travel_Rarely,Research & Development,2,3,Medical,1,3215,Female,5,Sales Executive,Single,50210,2.0,Y,17,8,0,20.0,3,7,1,7,2016-12-31
3215,40,Travel_Frequently,Research & Development,3,4,Medical,1,3216,Female,3,Human Resources,Married,51260,5.0,Y,18,8,0,20.0,2,18,1,12,2016-12-31
3216,53,Travel_Rarely,Research & Development,7,1,Life Sciences,1,3217,Male,2,Laboratory Technician,Married,28590,3.0,Y,18,8,1,32.0,2,5,1,3,2016-12-31
3217,41,Travel_Rarely,Sales,6,3,Medical,1,3218,Male,1,Sales Executive,Divorced,102390,3.0,Y,24,8,3,23.0,3,21,12,6,2016-12-31
3218,60,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3219,Female,5,Laboratory Technician,Single,53290,8.0,Y,20,8,0,10.0,3,2,2,2,2016-12-31
3219,27,Travel_Frequently,Research & Development,29,1,Life Sciences,1,3220,Male,2,Manufacturing Director,Divorced,43250,1.0,Y,14,8,0,9.0,2,9,1,7,2016-12-31
3220,41,Travel_Rarely,Research & Development,3,3,Medical,1,3221,Male,1,Manufacturing Director,Married,72600,1.0,Y,16,8,0,22.0,2,22,2,10,2016-12-31
3221,50,Travel_Rarely,Sales,9,3,Life Sciences,1,3222,Male,2,Research Scientist,Married,23220,7.0,Y,25,8,1,4.0,0,2,2,2,2016-12-31
3222,28,Travel_Rarely,Sales,2,4,Life Sciences,1,3223,Male,3,Research Scientist,Single,20750,7.0,Y,18,8,3,10.0,0,7,3,7,2016-12-31
3223,36,Non-Travel,Research & Development,10,4,Technical Degree,1,3224,Female,2,Research Scientist,Married,41520,9.0,Y,19,8,1,10.0,3,8,0,5,2016-12-31
3224,38,Travel_Rarely,Research & Development,1,3,Medical,1,3225,Female,3,Manager,Single,96190,4.0,Y,13,8,1,10.0,2,1,0,0,2016-12-31
3225,44,Non-Travel,Research & Development,8,2,Life Sciences,1,3226,Male,1,Research Scientist,Single,135030,2.0,Y,12,8,0,9.0,6,5,1,4,2016-12-31
3226,47,Travel_Frequently,Research & Development,27,3,Life Sciences,1,3227,Male,1,Research Scientist,Divorced,54410,9.0,Y,22,8,1,28.0,6,22,11,13,2016-12-31
3227,30,Travel_Rarely,Research & Development,8,3,Life Sciences,1,3228,Male,2,Sales Executive,Divorced,52090,7.0,Y,14,8,1,10.0,3,8,7,7,2016-12-31
3228,29,Travel_Rarely,Research & Development,1,2,Medical,1,3229,Female,1,Sales Executive,Single,106730,1.0,Y,13,8,3,1.0,2,1,0,0,2016-12-31
3229,42,Travel_Frequently,Research & Development,10,1,Life Sciences,1,3230,Female,1,Sales Executive,Divorced,50100,6.0,Y,21,8,3,7.0,3,2,2,2,2016-12-31
3230,43,Travel_Frequently,Research & Development,26,1,Life Sciences,1,3231,Male,1,Laboratory Technician,Married,135490,3.0,Y,11,8,2,7.0,3,2,2,2,2016-12-31
3231,34,Travel_Rarely,Research & Development,2,5,Technical Degree,1,3232,Male,2,Healthcare Representative,Single,49990,3.0,Y,12,8,2,10.0,2,5,4,3,2016-12-31
3232,23,Travel_Rarely,Sales,13,3,Marketing,1,3233,Male,5,Sales Executive,Married,42210,1.0,Y,11,8,1,5.0,4,4,0,2,2016-12-31
3233,39,Travel_Rarely,Sales,2,4,Marketing,1,3234,Female,4,Healthcare Representative,Married,138720,9.0,Y,12,8,3,12.0,3,8,3,6,2016-12-31
3234,56,Travel_Rarely,Research & Development,2,4,Medical,1,3235,Male,1,Manager,Married,20420,7.0,Y,12,8,0,30.0,6,10,1,1,2016-12-31
3235,40,Travel_Rarely,Sales,9,3,Marketing,1,3236,Male,2,Research Scientist,Single,20730,0.0,Y,14,8,0,5.0,3,4,2,3,2016-12-31
3236,27,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3237,Female,1,Laboratory Technician,Single,29560,8.0,Y,13,8,0,9.0,6,7,0,7,2016-12-31
3237,29,Travel_Rarely,Sales,20,3,Marketing,1,3238,Female,2,Manager,Divorced,29260,1.0,Y,15,8,1,2.0,3,2,2,2,2016-12-31
3238,53,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3239,Female,3,Laboratory Technician,Single,48090,2.0,Y,18,8,0,19.0,2,2,2,2,2016-12-31
3239,35,Non-Travel,Research & Development,5,1,Medical,1,3240,Male,1,Healthcare Representative,Divorced,51630,2.0,Y,18,8,2,16.0,4,1,0,0,2016-12-31
3240,32,Travel_Frequently,Sales,4,4,Life Sciences,1,3241,Male,2,Sales Executive,Married,188440,1.0,Y,19,8,0,10.0,3,10,4,7,2016-12-31
3241,38,Travel_Rarely,Sales,10,3,Medical,1,3242,Male,4,Laboratory Technician,Married,181720,6.0,Y,12,8,2,6.0,5,1,0,1,2016-12-31
3242,34,Travel_Rarely,Research & Development,20,3,Medical,1,3243,Female,3,Laboratory Technician,Divorced,57440,3.0,Y,19,8,1,7.0,4,0,0,0,2016-12-31
3243,52,Travel_Rarely,Sales,21,5,Technical Degree,1,3244,Male,3,Manager,Married,28890,1.0,Y,11,8,1,34.0,2,34,1,16,2016-12-31
3244,33,Travel_Rarely,Research & Development,1,2,Medical,1,3245,Male,3,Laboratory Technician,Single,28710,1.0,Y,17,8,3,10.0,2,10,7,8,2016-12-31
3245,25,Travel_Rarely,Research & Development,8,3,Life Sciences,1,3246,Male,2,Research Scientist,Single,74840,1.0,Y,15,8,0,6.0,3,6,1,4,2016-12-31
3246,45,Travel_Rarely,Sales,2,3,Life Sciences,1,3247,Male,3,Healthcare Representative,Single,60740,0.0,Y,14,8,0,9.0,2,8,3,1,2016-12-31
3247,23,Travel_Rarely,Research & Development,23,1,Life Sciences,1,3248,Female,2,Research Scientist,Single,173280,1.0,Y,17,8,1,2.0,2,2,0,2,2016-12-31
3248,47,Travel_Frequently,Research & Development,4,3,Life Sciences,1,3249,Male,1,Research Director,Single,27740,4.0,Y,13,8,1,8.0,2,5,1,3,2016-12-31
3249,34,Travel_Rarely,Research & Development,12,3,Technical Degree,1,3250,Male,1,Research Scientist,Single,45050,1.0,Y,12,8,0,6.0,3,6,1,4,2016-12-31
3250,55,Travel_Rarely,Human Resources,7,3,Human Resources,1,3251,Male,4,Laboratory Technician,Married,74280,5.0,Y,12,8,0,24.0,2,5,1,4,2016-12-31
3251,36,Non-Travel,Research & Development,7,2,Life Sciences,1,3252,Male,5,Sales Executive,Single,116310,1.0,Y,18,8,1,10.0,2,10,0,9,2016-12-31
3252,52,Non-Travel,Research & Development,1,4,Life Sciences,1,3253,Male,5,Sales Executive,Married,97380,0.0,Y,18,8,2,5.0,2,4,1,2,2016-12-31
3253,26,Travel_Frequently,Research & Development,2,2,Life Sciences,1,3254,Male,1,Manufacturing Director,Divorced,28350,3.0,Y,11,8,1,5.0,2,2,2,0,2016-12-31
3254,29,Travel_Rarely,Research & Development,10,2,Medical,1,3255,Male,3,Manufacturing Director,Married,169590,4.0,Y,14,8,3,11.0,5,8,1,1,2016-12-31
3255,26,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3256,Male,2,Laboratory Technician,Single,26130,6.0,Y,19,8,1,6.0,2,4,1,2,2016-12-31
3256,34,Travel_Rarely,Research & Development,14,4,Technical Degree,1,3257,Male,2,Manufacturing Director,Single,61460,2.0,Y,12,8,0,10.0,3,4,1,3,2016-12-31
