ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc
8956,694,0.8067329348777779,102647,70,6,12,6047,13,12,Rent,Bachelor,Single,7,0.23619683
8957,472,0.28362165071681766,196501,50,5,3,17000,17,5,Own,PhD,Single,18,0.20892663
8958,732,0.2849071712322607,180115,80,8,0,13689,11,18,Rent,PhD,Widowed,8,0.0
8959,437,0.6428725395058112,195173,75,0,5,6722,4,7,Mortgage,Masters,Married,23,0.25710213
8960,613,0.47962141675907954,136010,39,6,17,8225,12,12,Mortgage,Masters,Single,10,0.1797492
8961,506,0.7913085839497115,95371,77,7,16,15195,9,28,Rent,PhD,Divorced,21,0.26529774
8962,482,0.0935538932518113,125651,35,0,6,3168,17,4,Mortgage,Bachelor,Widowed,25,0.20623367
8963,356,0.9983018058961803,22822,82,9,14,19248,3,27,Mortgage,Masters,Married,8,0.26218304
8964,621,0.23970884826359884,195091,67,5,19,10713,0,13,Rent,Bachelor,Married,19,0.24656829
8965,554,0.7314053874006986,94541,86,4,6,14159,16,22,Own,Masters,Married,1,0.2957159
8966,812,0.7781430214849444,172912,78,0,6,10254,7,21,Own,Bachelor,Widowed,23,0.27982292
8967,603,0.10831107145582719,160220,86,5,6,19639,13,20,Mortgage,Bachelor,Married,29,0.33489004
8968,453,0.17903036120129445,77574,21,4,12,6589,7,25,Own,PhD,Divorced,28,0.28308615
8969,404,0.754820321685619,77972,60,2,7,7601,15,13,Rent,Bachelor,Single,27,0.25665578
8970,505,0.9181199904493897,75201,52,9,14,17066,4,7,Own,High School,Divorced,11,0.24993739
8971,669,0.670183140645488,122957,61,9,1,6689,7,10,Mortgage,PhD,Single,26,0.19076295
8972,528,0.3320240087580185,156869,54,1,0,14365,5,10,Rent,High School,Widowed,20,0.0
8973,468,0.6322411495155592,28186,31,6,6,17073,1,8,Mortgage,PhD,Married,6,0.22645171
8974,603,0.1125322495018759,186216,76,1,16,13507,8,27,Own,High School,Single,24,0.2261861
8975,349,0.6436547517374971,96640,32,1,2,12051,7,26,Mortgage,PhD,Married,1,0.22948208
8976,460,0.5475560907149889,35709,57,4,6,5888,17,0,Mortgage,High School,Single,2,0.1973081
8977,353,0.02255919201672285,181742,47,9,5,1720,2,15,Mortgage,Bachelor,Single,15,0.19759533
8978,371,0.8629766076936479,125350,26,2,12,13666,15,1,Rent,Bachelor,Single,19,0.24980512
8979,432,0.6527888637880573,125066,73,1,3,7334,9,18,Own,High School,Married,25,0.2874236
8980,380,0.015281267571065182,120780,38,6,10,2947,16,7,Mortgage,Masters,Single,16,0.16491593
8981,303,0.4773759041872021,183565,78,1,15,9869,10,29,Own,Bachelor,Married,13,0.3193766
8982,698,0.8273476698374304,23661,76,0,5,7263,2,27,Own,High School,Widowed,14,0.24352515
8983,346,0.7221448543931845,149074,56,1,13,5138,0,8,Own,High School,Divorced,11,0.27140063
8984,307,0.24910224402672831,101213,86,2,13,5048,18,25,Mortgage,Bachelor,Single,23,0.2873129
8985,593,0.2734504431508623,30374,40,9,6,18829,3,8,Mortgage,Bachelor,Married,17,0.22189756
8986,336,0.38438409412235897,82771,64,4,14,7687,11,15,Own,PhD,Divorced,19,0.2569407
8987,748,0.22314647594745873,149060,56,5,9,16601,13,10,Own,PhD,Married,5,0.2643755
8988,300,0.6774411784447909,93604,88,4,11,6514,18,7,Rent,High School,Divorced,9,0.22084911
8989,459,0.8550634331465207,193938,52,4,18,12732,4,22,Mortgage,High School,Married,1,0.24967009
8990,717,0.7112027257224605,83776,52,1,19,17120,6,2,Rent,Bachelor,Married,1,0.24564731
8991,693,0.24985106345969688,122573,38,3,8,12227,12,24,Mortgage,High School,Widowed,6,0.15142484
8992,527,0.6326832125104243,128069,32,6,0,12209,15,2,Rent,Bachelor,Single,10,0.20844902
8993,605,0.8304998515355008,84505,72,0,12,18432,17,21,Rent,PhD,Widowed,9,0.22012256
8994,796,0.6636061880935159,196873,39,1,14,16924,18,11,Rent,High School,Divorced,8,0.22493543
8995,632,0.33682742440191027,62744,58,3,12,4221,6,28,Own,High School,Married,8,0.25039122
8996,792,0.5484748351060328,73812,69,5,7,4081,9,6,Rent,Masters,Divorced,22,0.20679568
8997,775,0.5065204643371252,71150,25,3,4,19634,18,25,Mortgage,High School,Divorced,7,0.19473282
8998,378,0.8623104717179132,23662,36,7,1,8399,16,6,Own,High School,Married,25,0.25628653
8999,458,0.058829429380246046,20627,57,1,7,15324,12,12,Own,High School,Single,23,0.21445541
9000,704,0.4656523194165927,53672,29,6,16,12779,5,0,Own,Masters,Widowed,8,0.0
9001,578,0.35638595966888353,71659,20,4,9,17230,11,28,Mortgage,Bachelor,Widowed,7,0.17171682
9002,470,0.7876050731395843,88804,68,1,18,10458,16,29,Own,Masters,Single,27,0.29710287
9003,528,0.7879393976836142,138869,19,2,0,13095,1,23,Mortgage,Masters,Married,21,0.21946354
9004,503,0.8124834473274672,38594,68,9,2,8815,0,15,Rent,PhD,Single,26,0.23635727
9005,351,0.6893455579458349,53518,81,6,5,3839,8,9,Rent,Bachelor,Divorced,1,0.22421323
9006,529,0.6301147206131513,28061,83,4,4,15270,1,0,Mortgage,Masters,Widowed,21,0.16018479
9007,523,0.5654863364203837,121009,78,9,6,2931,3,12,Rent,High School,Divorced,16,0.19915567
9008,485,0.5601129594776486,139410,77,0,12,11256,17,10,Rent,High School,Divorced,22,0.23924048
9009,835,0.05176840794979631,77887,53,7,14,7505,18,12,Rent,High School,Single,20,0.17322524
9010,707,0.39066786050417013,172268,78,2,18,5043,16,24,Mortgage,Masters,Married,11,0.29528475
9011,334,0.7155078851218216,150400,81,7,18,9432,18,19,Own,PhD,Divorced,18,0.2659871
9012,422,0.21225367160874353,123573,65,7,19,5783,16,9,Own,Masters,Married,11,0.2706414
9013,654,0.9172108931229243,178977,56,0,14,2809,2,18,Rent,High School,Married,3,0.23539521
9014,526,0.026247975165866855,161266,88,4,8,17291,11,8,Rent,Masters,Married,8,0.17310575
9015,347,0.5061893699045881,165261,53,1,16,12845,8,23,Rent,PhD,Single,9,0.24794304
9016,532,0.010058578435468535,31242,63,1,3,15945,6,14,Mortgage,Bachelor,Divorced,17,0.2620794
9017,645,0.28376011962991177,123488,84,5,2,4597,14,27,Mortgage,High School,Single,17,0.21516296
9018,791,0.07372065120562965,131748,23,0,11,7133,0,20,Rent,Masters,Divorced,2,0.16638307
9019,843,0.12593636131779573,82451,89,4,17,1314,9,29,Rent,High School,Widowed,20,0.0
9020,839,0.41050550013749987,155094,56,3,19,1545,15,28,Own,Masters,Divorced,3,0.2972572
9021,667,0.6781479529403323,36807,39,4,18,10182,17,19,Mortgage,Bachelor,Married,24,0.296838
9022,317,0.12456004390032671,27921,23,5,10,9774,7,2,Own,High School,Married,1,0.17668864
9023,626,0.22271246863457894,174684,27,5,15,11358,1,16,Mortgage,High School,Widowed,5,0.0
9024,521,0.053327022044614036,182277,77,0,8,16197,5,13,Rent,Bachelor,Single,24,0.21730849
9025,726,0.45454456090255413,20542,32,2,11,18097,2,16,Rent,PhD,Married,23,0.28211692
9026,566,0.8576363938345134,25531,46,5,14,11048,7,6,Rent,High School,Widowed,8,0.17048033
9027,642,0.4755450834616355,172331,66,1,15,17806,1,6,Rent,High School,Married,20,0.2168099
9028,716,0.7741226566902575,189866,66,7,13,19236,0,11,Rent,Bachelor,Married,13,0.23458418
9029,498,0.053176440141901815,194027,49,8,9,13259,18,13,Rent,Bachelor,Widowed,1,0.17064364
9030,655,0.5352402943033102,37758,35,9,19,18220,11,4,Own,High School,Widowed,6,0.16165492
9031,823,0.35610284266355974,35212,28,7,1,16470,0,13,Mortgage,Bachelor,Widowed,20,0.0
9032,760,0.37940562729601035,76099,67,1,7,4491,11,28,Own,PhD,Divorced,10,0.32680112
9033,363,0.5461238953551459,65914,46,8,3,19994,18,3,Mortgage,Masters,Divorced,8,0.17561492
9034,306,0.5135325245908773,150146,43,4,1,3423,5,8,Mortgage,High School,Widowed,1,0.0
9035,489,0.7248845034170909,173153,86,4,5,16127,15,28,Rent,Bachelor,Divorced,18,0.31178
9036,390,0.5846968194707377,38747,44,8,10,11653,1,17,Mortgage,High School,Single,20,0.2135647
9037,827,0.5621312466453269,104983,56,6,6,6318,18,18,Rent,PhD,Single,2,0.22112839
9038,610,0.16306743585110695,139851,63,8,8,13360,16,11,Mortgage,Bachelor,Married,13,0.2558196
9039,462,0.8380797696355609,88052,26,0,14,15050,14,4,Mortgage,PhD,Divorced,9,0.24650286
9040,587,0.8833901948950313,105038,84,4,10,8161,11,18,Rent,Bachelor,Married,29,0.31319118
9041,659,0.4729086483439957,113852,71,3,3,17818,11,7,Rent,Masters,Divorced,7,0.18970104
9042,517,0.795077814177512,42927,24,0,10,6946,2,3,Own,PhD,Widowed,16,0.19066001
9043,732,0.90838030496336,190770,24,8,3,10408,9,15,Own,Bachelor,Single,9,0.21075918
9044,622,0.6839274565152561,144903,80,9,5,2143,12,7,Rent,Masters,Widowed,8,0.0
9045,341,0.5773893982364956,75914,69,4,15,9076,17,16,Mortgage,High School,Divorced,14,0.21953776
9046,807,0.9492355503612345,128149,20,7,11,16186,4,6,Rent,Masters,Divorced,15,0.17041907
9047,359,0.9522915554960993,132585,32,4,5,11661,19,24,Rent,Bachelor,Divorced,22,0.28110296
9048,681,0.37492813842110695,153377,46,7,4,5585,18,5,Rent,Masters,Divorced,22,0.19685222
9049,541,0.13293187693259845,193530,48,3,2,6270,16,6,Rent,Masters,Widowed,18,0.0
9050,628,0.509267488679746,93011,69,6,8,17516,10,25,Mortgage,High School,Divorced,25,0.21781039
9051,573,0.7693215349214638,165823,19,3,8,2566,8,28,Rent,High School,Married,22,0.28094646
9052,382,0.0820296801778374,186077,49,4,13,2928,4,24,Mortgage,Bachelor,Divorced,9,0.268986
9053,302,0.02402776319996236,21637,67,8,8,9880,0,20,Mortgage,Masters,Widowed,7,0.0
9054,775,0.33766416403272614,183036,78,3,1,6292,8,2,Own,Bachelor,Widowed,18,0.1824563
9055,344,0.11446654529255262,37729,89,7,1,9175,16,15,Own,High School,Widowed,24,0.15223613
9056,815,0.06221126349347095,194576,41,0,9,17948,18,22,Rent,PhD,Widowed,18,0.16130817
9057,456,0.11688930883767079,22024,39,6,1,7481,17,2,Rent,High School,Divorced,23,0.18611263
9058,432,0.20968340259906804,198526,55,8,12,17621,16,13,Mortgage,High School,Married,7,0.19002637
9059,672,0.46879834249027164,88973,77,5,17,11519,6,21,Rent,PhD,Divorced,2,0.2415716
9060,797,0.956120066485639,103165,24,8,18,8007,0,23,Rent,PhD,Married,26,0.33296922
9061,607,0.16381583796513444,199463,23,8,1,4954,5,3,Mortgage,High School,Single,16,0.16178456
9062,345,0.32118126551076953,66187,26,9,16,10739,19,21,Mortgage,Bachelor,Divorced,15,0.19177477
9063,675,0.4565702573445407,73785,85,3,17,12703,4,17,Own,Masters,Single,1,0.24720937
9064,313,0.4716594374965135,161606,29,8,0,13179,19,25,Mortgage,PhD,Divorced,11,0.19220968
9065,386,0.3465943423795833,159736,52,7,3,14459,13,6,Mortgage,PhD,Single,1,0.17504251
9066,575,0.7033041345450989,150572,83,7,9,2509,4,0,Rent,PhD,Widowed,14,0.0
9067,590,0.6264812943747889,161872,40,6,7,11032,2,19,Mortgage,Bachelor,Widowed,8,0.1911603
9068,481,0.41480577559663667,88812,77,8,7,5546,13,11,Rent,PhD,Widowed,6,0.15635735
9069,386,0.7267352457560557,94958,42,2,11,1386,3,18,Rent,High School,Divorced,26,0.27225918
9070,447,0.16990893617279568,98176,30,2,7,2406,1,18,Rent,High School,Single,25,0.2194754
9071,738,0.8977068397134905,36206,31,5,0,9004,12,6,Mortgage,High School,Widowed,25,0.0
9072,652,0.6499658871911509,118198,72,5,18,9068,14,25,Mortgage,High School,Divorced,27,0.24425283
9073,748,0.3326720315705378,151899,78,8,11,6672,9,15,Own,Bachelor,Widowed,12,0.21321306
9074,594,0.9672621014973796,193962,23,1,16,10892,10,17,Mortgage,PhD,Single,16,0.21275826
9075,566,0.8548691280154684,132967,60,6,3,1002,7,8,Own,Masters,Widowed,27,0.20124823
9076,339,0.04600215691284815,80817,56,9,10,3195,5,26,Mortgage,Bachelor,Widowed,28,0.1843379
9077,459,0.0642877924102293,23192,52,4,3,4184,5,11,Rent,High School,Divorced,10,0.16791221
9078,565,0.38349475303754255,89306,88,4,2,8436,7,9,Rent,High School,Widowed,29,0.0
9079,516,0.6548069108460274,51040,33,4,18,6840,13,14,Rent,PhD,Single,6,0.24303257
9080,836,0.5317839514133206,26930,63,6,0,15419,13,15,Own,High School,Single,15,0.23437774
9081,545,0.6324258368720926,169371,18,3,13,13577,2,17,Own,PhD,Divorced,23,0.2667212
9082,478,0.5393864688127609,125855,22,0,11,19006,4,12,Rent,Masters,Divorced,22,0.19238535
9083,802,0.08462945833783309,76739,39,4,13,5790,5,23,Rent,Bachelor,Widowed,12,0.15133327
9084,845,0.8313860762963383,154578,45,7,12,6180,4,26,Own,Masters,Married,7,0.26618382
9085,345,0.995122917127085,57938,35,9,18,9387,4,1,Rent,High School,Married,3,0.24815866
9086,628,0.7535728861776547,108468,61,6,11,3431,15,10,Rent,Masters,Single,11,0.19786537
9087,533,0.7318959497824488,153010,34,6,16,18187,0,6,Own,Bachelor,Widowed,1,0.15665342
9088,848,0.8762643088832631,147773,21,1,9,16747,7,13,Mortgage,Masters,Married,13,0.172689
9089,330,0.6028586608866939,131674,79,4,9,15031,17,24,Mortgage,Masters,Widowed,17,0.25116077
9090,629,0.7849206246211368,99359,27,9,10,19744,11,11,Own,PhD,Single,17,0.22891809
9091,623,0.6908804124439484,37511,72,5,16,14892,8,4,Own,PhD,Widowed,16,0.20511752
9092,538,0.6032901331431186,146320,57,9,10,4781,0,21,Rent,PhD,Married,22,0.28584075
9093,846,0.5716833762947883,107382,49,1,1,4542,3,16,Rent,Bachelor,Married,20,0.25522193
9094,802,0.6541255001926953,197744,24,2,0,10948,6,9,Rent,High School,Single,26,0.22059731
9095,559,0.659756912907658,75235,54,1,10,17127,8,22,Own,Masters,Widowed,13,0.2147253
9096,665,0.06271305310408037,87319,57,5,8,17177,5,18,Rent,Masters,Married,5,0.1709235
9097,553,0.889623819209732,93351,58,6,18,10445,19,4,Own,High School,Divorced,27,0.2856572
9098,739,0.3144442419813277,118297,53,9,4,11494,6,28,Rent,Masters,Divorced,13,0.19220844
9099,524,0.23195337238454683,187248,61,4,9,8827,17,22,Own,High School,Single,2,0.21147631
9100,642,0.7006117601544739,159527,89,1,16,19508,8,21,Rent,High School,Divorced,11,0.2313534
9101,501,0.5596454471255007,131454,51,7,3,12020,0,14,Own,Bachelor,Divorced,29,0.28943476
9102,750,0.05135476799991667,108134,20,1,15,7953,19,24,Rent,Masters,Single,2,0.20196684
9103,787,0.34522951758636866,36681,28,7,13,8936,15,6,Rent,PhD,Divorced,13,0.24483962
9104,566,0.8465812079259872,171573,33,2,18,13741,0,5,Rent,High School,Married,18,0.23830524
9105,630,0.14435489218577013,129877,65,8,0,6822,13,17,Own,High School,Divorced,16,0.21339478
9106,436,0.9882418319419832,57442,87,8,17,6313,16,5,Rent,Masters,Married,6,0.24715398
9107,458,0.9639035134759374,34150,41,3,0,11834,18,9,Mortgage,PhD,Married,19,0.24175297
9108,596,0.0937185763786933,54046,57,3,5,6256,13,17,Own,PhD,Single,20,0.23826033
9109,584,0.9975392917780371,48410,82,6,9,12916,13,28,Mortgage,High School,Divorced,10,0.2256808
9110,363,0.042250688734635666,51798,74,9,15,19502,3,25,Own,High School,Widowed,12,0.16376911
9111,730,0.6737890771206521,176781,45,1,9,16847,13,6,Mortgage,Bachelor,Married,11,0.26478934
9112,705,0.7087366321151334,180842,62,0,8,7012,9,21,Rent,High School,Divorced,20,0.24860513
9113,324,0.8031558122761,168202,46,6,16,4046,7,29,Mortgage,High School,Divorced,27,0.28444174
9114,480,0.02531969698843828,154575,75,9,16,16456,1,6,Mortgage,Masters,Married,6,0.16287178
9115,844,0.8479833109659444,171160,43,0,8,8514,3,14,Rent,PhD,Married,6,0.24305487
9116,726,0.2778140141350399,194594,37,4,15,16498,2,23,Own,PhD,Widowed,13,0.17405693
9117,619,0.5775231832940751,104807,63,3,13,11867,19,1,Own,Masters,Divorced,28,0.26840615
9118,474,0.4795371113323801,170104,89,6,19,10011,3,1,Own,PhD,Married,29,0.29006675
9119,430,0.9037736267063501,74006,83,9,5,17388,2,8,Rent,PhD,Single,4,0.21745549
9120,813,0.20033770948511276,172365,74,6,2,5147,11,5,Mortgage,Masters,Single,14,0.17768696
9121,413,0.637698593796324,147035,85,1,4,7632,8,15,Rent,Masters,Divorced,18,0.2409831
9122,624,0.5449045527166726,33965,30,0,14,4656,2,19,Own,Bachelor,Single,25,0.24815594
9123,648,0.3203768044891103,64503,86,3,17,6632,5,22,Rent,Masters,Married,12,0.23062718
9124,585,0.2761871192938474,83095,77,7,10,11597,18,16,Rent,Masters,Widowed,9,0.15479219
9125,663,0.9516050322668654,188868,83,0,2,7140,3,19,Rent,Masters,Divorced,15,0.24603558
9126,540,0.6587507905295489,199428,47,7,9,3551,16,29,Rent,Bachelor,Widowed,21,0.28033486
9127,802,7.862576208661487e-05,113763,77,9,1,3974,18,13,Rent,Bachelor,Divorced,2,0.213931
9128,471,0.26542464790122744,117582,23,0,14,14486,1,0,Mortgage,High School,Married,11,0.18744124
9129,671,0.6505851862115162,51479,60,3,7,17778,11,13,Mortgage,Masters,Divorced,27,0.23304108
9130,424,0.9386804695844859,183779,40,9,2,13248,6,27,Mortgage,Bachelor,Widowed,1,0.19930789
9131,519,0.11078518051408293,134729,42,8,1,9944,16,28,Rent,Bachelor,Single,19,0.24600667
9132,847,0.8031719712606109,131680,62,3,19,3162,3,20,Own,Bachelor,Divorced,16,0.33662853
9133,662,0.9855972887328515,25429,66,0,16,5747,4,15,Mortgage,High School,Married,12,0.29375204
9134,454,0.8754094496622675,27917,64,4,0,18900,14,27,Own,Bachelor,Married,20,0.33437294
9135,326,0.5204309313776573,91345,53,0,8,13113,16,9,Own,PhD,Married,4,0.2595673
9136,466,0.8718988332852158,176246,18,3,13,4975,2,9,Own,Bachelor,Widowed,19,0.23550731
9137,402,0.7657088636698208,125922,56,8,16,13538,13,18,Own,Masters,Widowed,14,0.20298994
9138,721,0.061309972977049654,99557,46,9,5,18464,9,15,Own,PhD,Single,7,0.21711606
9139,698,0.4842236022770636,29222,67,9,10,12865,13,13,Mortgage,High School,Widowed,13,0.0
9140,619,0.7953732168803893,99588,61,3,11,5231,8,5,Mortgage,Bachelor,Single,14,0.2516415
9141,605,0.7818756229452937,20208,34,6,13,5221,10,14,Own,High School,Widowed,12,0.19484766
9142,443,0.82165790952447,139949,78,4,7,17241,3,4,Mortgage,Masters,Single,26,0.24425259
9143,436,0.6361712474339063,57414,51,4,15,7046,12,7,Mortgage,Bachelor,Widowed,15,0.20875666
9144,650,0.3892249223876616,180491,66,9,5,13804,19,23,Own,PhD,Divorced,24,0.28523365
9145,619,0.39610946787824497,129022,67,6,4,11810,12,27,Rent,PhD,Divorced,13,0.258877
9146,767,0.39479204572715787,71945,22,7,17,13438,5,6,Mortgage,PhD,Widowed,3,0.0
9147,645,0.6555656166682479,99369,20,9,13,5171,15,29,Mortgage,High School,Single,17,0.18919353
9148,646,0.8561661927122292,188629,79,7,16,8183,4,18,Mortgage,High School,Widowed,29,0.24407412
9149,643,0.8209291918129537,60018,84,5,5,15977,18,26,Own,Masters,Single,23,0.30589375
9150,325,0.221388750533967,98206,81,3,0,6336,1,15,Rent,Bachelor,Widowed,2,0.15074268
9151,794,0.7918605178302821,50465,39,4,19,1545,18,18,Rent,Bachelor,Widowed,12,0.22647601
9152,309,0.40403393274646315,30471,41,1,3,4225,10,14,Own,High School,Single,24,0.21026911
9153,636,0.37936423244151585,90535,34,5,14,10953,12,1,Rent,Bachelor,Widowed,22,0.15295658
9154,606,0.5386960751174589,40846,73,1,10,1654,18,2,Own,Bachelor,Widowed,10,0.22651273
9155,427,0.47117191252068946,194606,70,2,4,12156,5,19,Mortgage,Masters,Widowed,1,0.20376839
9156,705,0.9016967932719842,195063,47,6,15,10129,2,22,Rent,PhD,Married,3,0.24681227
9157,684,0.28301226779728506,88586,33,6,3,15409,0,4,Mortgage,Bachelor,Widowed,4,0.0
9158,591,0.8121355937982573,128999,32,1,0,10920,13,13,Mortgage,High School,Divorced,4,0.20225064
9159,624,0.5237788664819897,112563,66,1,0,16208,0,19,Own,Masters,Married,12,0.2416318
9160,491,0.47020696405156415,75042,75,7,11,18169,4,24,Rent,PhD,Divorced,28,0.25205028
9161,527,0.3190876958962353,55181,57,8,10,15136,0,29,Rent,Bachelor,Widowed,24,0.18119141
9162,680,0.22484830153910762,149407,76,0,11,4042,18,2,Rent,High School,Single,27,0.19016941
9163,644,0.689530893995909,93457,44,4,10,12720,3,12,Own,Masters,Widowed,17,0.16851777
9164,349,0.5520209543111271,173310,23,8,6,14754,5,15,Own,Bachelor,Divorced,26,0.25415602
9165,611,0.28510195025204854,157544,74,5,14,1759,6,26,Mortgage,Masters,Married,9,0.27033255
9166,408,0.9316940099330091,98141,57,2,16,17256,10,29,Mortgage,High School,Married,23,0.29607597
9167,786,0.7241619192231269,100654,34,4,12,6798,12,17,Mortgage,Bachelor,Single,17,0.2376948
9168,407,0.241663319578447,153871,40,2,14,14096,2,25,Rent,Bachelor,Divorced,27,0.253063
9169,769,0.6715252900441455,176498,58,5,10,13272,19,15,Mortgage,Bachelor,Single,1,0.22140124
9170,303,0.8576481106487138,114460,87,5,12,2131,1,8,Rent,High School,Single,15,0.22416838
9171,789,0.4171281077486416,72462,46,1,5,16548,7,28,Mortgage,Masters,Married,14,0.23743448
9172,715,0.27426135588330425,59858,68,6,14,14293,5,28,Own,PhD,Married,28,0.33343732
9173,546,0.6487136895879497,21818,29,3,4,2645,13,10,Rent,High School,Divorced,8,0.21735549
9174,815,0.7608724946605468,197987,29,2,8,11731,0,7,Rent,Masters,Divorced,15,0.17910796
9175,371,0.36189685627962376,54692,24,7,13,9617,11,25,Own,Masters,Married,19,0.24284998
9176,843,0.03256873460454435,104781,78,6,11,17100,11,4,Mortgage,Bachelor,Widowed,25,0.0
9177,511,0.9042107103814023,199045,50,0,6,12884,10,10,Mortgage,Masters,Single,1,0.20989978
9178,683,0.7335545664769159,140552,68,5,16,3224,13,19,Mortgage,High School,Widowed,21,0.20444953
9179,692,0.483614506800648,170443,66,0,15,17602,18,19,Own,Bachelor,Divorced,13,0.29763886
9180,418,0.9375408045203907,120068,27,1,16,8736,7,20,Own,High School,Married,26,0.31926993
9181,691,0.4701010234305283,53314,25,7,9,5284,2,12,Own,Bachelor,Married,23,0.30327177
9182,799,0.2663940959135175,188492,66,2,15,5232,8,16,Mortgage,Bachelor,Married,22,0.3113624
9183,371,0.014321300226554645,74057,86,5,8,4024,10,28,Mortgage,Masters,Single,3,0.22881772
9184,450,0.8857185438063371,162587,65,9,10,15183,2,0,Own,High School,Widowed,6,0.16005893
9185,514,0.12949348596124033,84415,38,7,0,5722,7,9,Own,Masters,Divorced,8,0.1775633
9186,824,0.8508339736718065,104269,33,0,12,12540,15,5,Own,High School,Single,9,0.2239589
9187,723,0.3406245303728097,181262,25,7,3,19464,2,16,Rent,Masters,Single,22,0.1632699
9188,522,0.9845302376996835,153686,84,2,1,18333,10,12,Own,High School,Single,13,0.2685678
9189,837,0.516807061649809,196441,82,5,5,1310,3,6,Mortgage,Bachelor,Married,3,0.24132013
9190,625,0.2674290442963646,143901,21,0,6,3380,2,13,Mortgage,Bachelor,Married,0,0.22202267
9191,300,0.4946682888194587,197528,85,3,15,17732,13,12,Rent,High School,Single,29,0.27321714
9192,330,0.26980281253679805,164460,75,2,1,2966,0,17,Mortgage,Bachelor,Married,29,0.30280033
9193,755,0.47244985436584586,178797,41,8,12,2255,15,26,Rent,Bachelor,Single,1,0.2357185
9194,323,0.4115892656327148,105924,30,2,18,9167,7,14,Mortgage,Bachelor,Divorced,25,0.25445315
9195,809,0.9368875939205791,134172,42,4,9,18927,9,14,Mortgage,PhD,Widowed,16,0.0
9196,329,0.07268262597468811,49085,89,3,7,2362,18,22,Rent,Bachelor,Divorced,19,0.2263902
9197,376,0.8587665758080537,98551,60,7,18,2379,16,22,Mortgage,PhD,Single,23,0.24101438
9198,564,0.4062964407178522,165989,70,9,19,11017,9,11,Own,High School,Married,5,0.22710906
9199,759,0.4845429914401388,72815,34,8,6,3190,5,27,Rent,Bachelor,Divorced,3,0.22735871
9200,634,0.18459419061658522,43744,22,3,12,13928,6,0,Own,Bachelor,Divorced,1,0.23178202
9201,710,0.11849827192772155,31906,54,4,9,6145,18,11,Own,High School,Widowed,12,0.0
9202,429,0.9242080892192459,27672,64,0,6,14618,14,10,Own,Masters,Single,8,0.26567748
9203,550,0.8317620559919089,38504,79,1,1,5310,14,0,Own,High School,Married,8,0.24324806
9204,512,0.07898368649471099,25368,62,9,12,16580,17,19,Own,High School,Married,9,0.25373155
9205,749,0.5190071778752361,199236,23,9,19,5758,19,29,Mortgage,Masters,Single,14,0.18694548
9206,401,0.7876892196565889,192550,29,8,1,7994,4,4,Mortgage,Masters,Single,23,0.0
9207,735,0.23497961293136593,33496,19,4,12,6022,2,0,Rent,High School,Widowed,23,0.0
9208,592,0.025808898914728484,27160,68,6,8,13032,3,20,Mortgage,Masters,Single,5,0.19809796
9209,730,0.3356151033369299,70952,78,6,16,16613,9,22,Own,Masters,Widowed,24,0.20372704
9210,679,0.5520116973401333,138250,73,2,19,6804,0,23,Mortgage,PhD,Widowed,6,0.20058465
9211,731,0.03962733311226663,129302,75,8,14,3418,19,18,Own,High School,Married,20,0.26672477
9212,578,0.137085575417214,153105,87,6,6,16174,3,0,Mortgage,High School,Single,2,0.16904637
9213,757,0.8233326533677853,46525,49,7,6,9224,6,21,Mortgage,Masters,Widowed,17,0.16265324
9214,624,0.9642126192513932,186669,75,0,13,3337,19,15,Own,High School,Married,6,0.28555226
9215,521,0.7971389997942206,128993,55,4,4,7718,7,29,Mortgage,Masters,Divorced,7,0.23212484
9216,711,0.9940388790550896,71815,89,6,1,17910,9,9,Own,Bachelor,Widowed,0,0.21380188
9217,688,0.0615159692105367,164258,22,5,19,4090,13,13,Mortgage,PhD,Divorced,7,0.19697958
9218,381,0.7339642054073626,60180,83,1,11,6907,3,26,Mortgage,Masters,Divorced,20,0.3016403
9219,726,0.3642987872521417,125814,68,6,17,13895,18,1,Own,Bachelor,Single,5,0.23260525
9220,354,0.8556698894382555,192178,45,4,15,17830,10,1,Rent,High School,Widowed,3,0.1887201
9221,722,0.3788655834142758,120330,78,1,7,6593,11,21,Own,Bachelor,Married,28,0.34484288
9222,776,0.4068950445671561,38673,38,7,18,1905,7,7,Own,High School,Single,28,0.21324745
9223,585,0.5786911484785715,159940,39,9,6,16049,14,3,Mortgage,PhD,Single,13,0.15650883
9224,807,0.037171922614937736,27449,38,5,15,7204,15,27,Mortgage,Masters,Married,20,0.22999676
9225,839,0.21952609555492542,110306,45,0,18,16274,10,20,Rent,Masters,Widowed,4,0.0
9226,503,0.8311992735532477,79466,28,3,15,5186,8,17,Rent,Bachelor,Married,12,0.26446113
9227,553,0.5377177445217721,46582,41,8,14,12026,18,24,Rent,Bachelor,Widowed,21,0.21071014
9228,611,0.5967542571950475,123364,49,1,3,17198,3,25,Mortgage,PhD,Widowed,0,0.17812237
9229,314,0.8346942894915721,175060,55,3,7,11586,7,2,Mortgage,Bachelor,Married,10,0.25407884
9230,519,0.6001609741577217,93821,34,9,7,2905,14,10,Mortgage,PhD,Married,24,0.23097238
