ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NewLoanApplication
10828,629,0.3007436082257435,196081,26,4,19,18771,15,22,Mortgage,Masters,Single,5,281565.0
10829,311,0.2941782056135849,67389,80,3,4,5886,5,0,Mortgage,High School,Married,1,100062.0
10830,768,0.2449124808741405,141259,70,5,9,4955,5,11,Own,High School,Widowed,7,29730.0
10831,687,0.3231752690290433,103209,54,1,4,4233,16,0,Rent,High School,Widowed,17,55029.0
10832,482,0.2460737669622761,143508,38,7,3,12549,2,7,Own,High School,Single,13,188235.0
10833,383,0.0476194835405232,150696,70,4,8,3389,5,0,Own,High School,Widowed,14,30501.0
10834,797,0.5350852456594667,81284,75,2,14,11207,8,20,Rent,Bachelor,Widowed,4,44828.0
10835,700,0.3876232628735762,115430,30,7,1,1072,4,23,Mortgage,PhD,Widowed,0,16080.0
10836,766,0.137369257709761,108678,78,3,12,7591,11,12,Mortgage,Masters,Widowed,6,144229.0
10837,841,0.8549451040026291,96373,51,1,18,8884,11,8,Rent,High School,Widowed,20,88840.0
10838,675,0.5562931688759917,193889,18,7,3,6891,14,20,Rent,Masters,Widowed,1,89583.0
10839,576,0.0410632419967864,197559,39,4,12,17639,11,6,Own,Bachelor,Widowed,22,35278.0
10840,327,0.1237331187486093,175216,39,7,6,5694,2,2,Mortgage,PhD,Widowed,3,102492.0
10841,741,0.8024273056663412,62437,21,7,19,15587,16,12,Rent,High School,Widowed,16,93522.0
10842,596,0.1727501128501284,58710,55,6,7,15183,12,21,Mortgage,Masters,Widowed,4,273294.0
10843,395,0.3468989220832917,29547,69,9,2,2453,18,10,Mortgage,Masters,Widowed,20,14718.0
10844,584,0.8577787010152627,61868,80,6,1,5199,3,15,Rent,High School,Widowed,10,36393.0
10845,665,0.1534335866951565,188129,33,9,18,17830,8,18,Mortgage,PhD,Single,15,196130.0
10846,684,0.3577431281721372,187103,40,6,0,1178,7,4,Rent,High School,Widowed,22,12958.0
10847,454,0.2485976386683009,74660,31,0,13,12932,10,5,Rent,PhD,Widowed,20,90524.0
10848,502,0.2011204105757817,193442,45,8,2,11864,0,6,Rent,Masters,Widowed,7,166096.0
10849,531,0.2507409782305471,151412,57,6,13,5936,4,9,Mortgage,PhD,Widowed,24,29680.0
10850,509,0.1203725124895856,26078,42,7,0,12284,9,15,Rent,Masters,Divorced,9,49136.0
10851,707,0.4542907745226251,179313,58,8,3,4730,11,3,Rent,Masters,Widowed,21,80410.0
10852,749,0.4259835696239799,67572,59,6,9,8412,1,18,Rent,High School,Widowed,7,134592.0
10853,660,0.0364091636786069,168828,39,8,0,15079,1,8,Mortgage,Bachelor,Widowed,8,256343.0
10854,840,0.0659637111132892,114257,34,5,6,12520,8,19,Rent,Masters,Single,4,25040.0
10855,561,0.0289164097747198,177242,61,9,13,17547,10,6,Own,PhD,Widowed,27,245658.0
10856,831,0.2697842127936579,183069,70,9,15,9290,18,4,Mortgage,Masters,Widowed,21,55740.0
10857,801,0.0289071664885161,148186,59,2,18,2178,15,13,Own,High School,Widowed,11,15246.0
10858,677,0.4496421707585866,165499,48,7,16,3496,11,5,Own,High School,Widowed,27,45448.0
10859,774,0.0271979198399262,173949,44,8,1,1003,10,2,Rent,PhD,Widowed,15,15045.0
10860,353,0.6278544489839762,24452,29,5,9,9349,16,6,Rent,Masters,Widowed,27,102839.0
10861,303,0.5492256278575192,83018,18,2,11,10178,3,5,Rent,High School,Widowed,12,162848.0
10862,833,0.8055420175922017,63690,28,8,8,15962,12,4,Rent,Masters,Widowed,25,335202.0
10863,695,0.3677299727315571,58077,36,6,15,14407,4,9,Rent,High School,Widowed,23,187291.0
10864,773,0.2833838313087605,105502,24,8,0,16883,9,17,Mortgage,PhD,Widowed,17,151947.0
10865,601,0.2941943444830729,50301,85,7,4,1730,3,24,Mortgage,High School,Divorced,8,10380.0
10866,727,0.2523156322572112,145967,88,0,0,12206,12,11,Rent,PhD,Widowed,20,73236.0
10867,757,0.3322880247842947,155147,43,1,15,7281,2,19,Rent,Masters,Widowed,12,152901.0
10868,449,0.3686894105593966,84695,60,6,8,4397,19,26,Mortgage,High School,Divorced,1,17588.0
10869,633,0.6931531731534916,58086,86,5,0,14019,15,10,Rent,High School,Widowed,10,98133.0
10870,490,0.3143686669115278,103321,28,9,5,8992,12,2,Mortgage,High School,Widowed,4,53952.0
10871,831,0.0138973257198884,60415,19,6,6,19620,14,14,Rent,Masters,Widowed,15,294300.0
10872,589,0.3004153154692627,196042,50,7,3,12917,4,15,Mortgage,Masters,Single,2,77502.0
10873,352,0.1081401899868172,51187,42,9,9,8337,10,9,Mortgage,Masters,Divorced,29,116718.0
10874,511,0.6900328851785645,80286,33,9,18,17027,1,1,Rent,Masters,Widowed,25,374594.0
10875,454,0.1883779645608317,160986,32,9,1,15624,1,9,Own,PhD,Single,1,156240.0
10876,417,0.573293886557581,115965,33,3,12,9937,7,8,Own,Masters,Widowed,8,129181.0
10877,778,0.2417743172084683,75718,21,4,16,18896,4,10,Own,Bachelor,Widowed,5,113376.0
10878,435,0.3800934099836369,131281,34,8,6,19264,10,1,Mortgage,Masters,Married,21,57792.0
10879,539,0.0176300331323402,145022,32,5,5,13257,17,11,Mortgage,PhD,Widowed,7,145827.0
10880,773,0.4098735411783981,86845,23,6,15,4725,7,1,Own,PhD,Widowed,19,75600.0
10881,468,0.425432242941394,120200,80,0,18,8535,7,4,Rent,Masters,Widowed,9,110955.0
10882,315,0.6331824863044732,70852,63,5,2,6708,6,19,Rent,Masters,Widowed,1,20124.0
10883,361,0.947548257284796,140329,18,8,0,5990,10,20,Mortgage,PhD,Widowed,8,89850.0
10884,443,0.027082876176723,70689,27,8,5,18159,11,0,Own,High School,Widowed,7,345021.0
10885,836,0.4895101881383722,118710,64,9,3,16507,18,5,Rent,Masters,Divorced,6,280619.0
10886,677,0.4312861500169815,123655,69,6,4,6573,1,10,Rent,High School,Widowed,21,138033.0
10887,777,0.4461458307943129,168013,56,5,10,14044,10,19,Mortgage,High School,Widowed,17,168528.0
10888,551,0.0394094034097471,97846,76,0,5,13333,17,2,Rent,High School,Widowed,24,146663.0
10889,721,0.2518031130651871,103949,42,7,18,9073,0,17,Mortgage,High School,Widowed,11,72584.0
10890,819,0.8838840661438588,198035,52,9,13,1430,2,7,Mortgage,PhD,Widowed,0,28600.0
10891,338,0.2159196189013654,36200,57,5,16,2551,0,7,Own,High School,Widowed,2,51020.0
10892,595,0.1302640235446713,148814,89,1,3,10839,11,5,Rent,PhD,Widowed,0,216780.0
10893,621,0.9477678944327608,146484,25,3,15,19399,12,0,Rent,PhD,Widowed,3,290985.0
10894,751,0.7940888298065996,176216,19,2,9,5390,7,1,Own,Masters,Single,10,86240.0
10895,832,0.2423660673292996,32402,37,2,18,19126,0,11,Mortgage,Masters,Widowed,7,153008.0
10896,607,0.3514119443105081,117757,32,3,6,8350,5,5,Own,Masters,Single,13,50100.0
10897,790,0.99545852765758,191837,54,3,3,14257,4,0,Rent,Masters,Divorced,13,213855.0
10898,391,0.4234895286873036,68678,53,5,9,4093,12,3,Mortgage,High School,Widowed,18,12279.0
10899,326,0.3077688072255511,158580,33,8,8,4165,8,5,Rent,Masters,Widowed,9,12495.0
10900,706,0.4268906757105966,115532,66,8,1,11956,14,25,Mortgage,PhD,Widowed,11,215208.0
10901,528,0.4828367020066653,96850,30,7,5,3944,2,20,Rent,Masters,Widowed,5,63104.0
10902,685,0.6168229876202326,33018,57,1,19,12019,9,1,Rent,Masters,Widowed,12,72114.0
10903,546,0.3215978266973256,154403,83,7,7,5478,5,16,Rent,Masters,Widowed,2,38346.0
10904,752,0.4615264481093761,51783,88,9,7,9226,0,12,Rent,PhD,Widowed,11,138390.0
10905,572,0.6038409271304325,102238,18,9,2,11931,11,13,Mortgage,Masters,Widowed,14,202827.0
10906,607,0.027554732592835,35571,74,4,3,15856,0,2,Mortgage,Masters,Widowed,4,47568.0
10907,732,0.2849071712322607,180115,80,8,0,13689,11,18,Rent,PhD,Widowed,8,191646.0
10908,528,0.3320240087580185,156869,54,1,0,14365,5,10,Rent,High School,Widowed,20,244205.0
10909,380,0.0152812675710651,120780,38,6,10,2947,16,7,Mortgage,Masters,Single,16,17682.0
10910,693,0.2498510634596968,122573,38,3,8,12227,12,24,Mortgage,High School,Widowed,6,73362.0
10911,704,0.4656523194165927,53672,29,6,16,12779,5,0,Own,Masters,Widowed,8,204464.0
10912,529,0.6301147206131513,28061,83,4,4,15270,1,0,Mortgage,Masters,Widowed,21,320670.0
10913,791,0.0737206512056296,131748,23,0,11,7133,0,20,Rent,Masters,Divorced,2,121261.0
10914,843,0.1259363613177957,82451,89,4,17,1314,9,29,Rent,High School,Widowed,20,7884.0
10915,626,0.2227124686345789,174684,27,5,15,11358,1,16,Mortgage,High School,Widowed,5,56790.0
10916,655,0.5352402943033102,37758,35,9,19,18220,11,4,Own,High School,Widowed,6,327960.0
10917,823,0.3561028426635597,35212,28,7,1,16470,0,13,Mortgage,Bachelor,Widowed,20,65880.0
10918,306,0.5135325245908773,150146,43,4,1,3423,5,8,Mortgage,High School,Widowed,1,37653.0
10919,622,0.6839274565152561,144903,80,9,5,2143,12,7,Rent,Masters,Widowed,8,45003.0
10920,541,0.1329318769325984,193530,48,3,2,6270,16,6,Rent,Masters,Widowed,18,87780.0
10921,302,0.0240277631999623,21637,67,8,8,9880,0,20,Mortgage,Masters,Widowed,7,138320.0
10922,344,0.1144665452925526,37729,89,7,1,9175,16,15,Own,High School,Widowed,24,119275.0
10923,815,0.0622112634934709,194576,41,0,9,17948,18,22,Rent,PhD,Widowed,18,358960.0
10924,607,0.1638158379651344,199463,23,8,1,4954,5,3,Mortgage,High School,Single,16,49540.0
10925,575,0.7033041345450989,150572,83,7,9,2509,4,0,Rent,PhD,Widowed,14,47671.0
10926,481,0.4148057755966366,88812,77,8,7,5546,13,11,Rent,PhD,Widowed,6,66552.0
10927,738,0.8977068397134905,36206,31,5,0,9004,12,6,Mortgage,High School,Widowed,25,171076.0
10928,459,0.0642877924102293,23192,52,4,3,4184,5,11,Rent,High School,Divorced,10,58576.0
10929,565,0.3834947530375425,89306,88,4,2,8436,7,9,Rent,High School,Widowed,29,59052.0
10930,802,0.084629458337833,76739,39,4,13,5790,5,23,Rent,Bachelor,Widowed,12,92640.0
10931,533,0.7318959497824488,153010,34,6,16,18187,0,6,Own,Bachelor,Widowed,1,72748.0
10932,363,0.0422506887346356,51798,74,9,15,19502,3,25,Own,High School,Widowed,12,234024.0
10933,480,0.0253196969884382,154575,75,9,16,16456,1,6,Mortgage,Masters,Married,6,312664.0
10934,585,0.2761871192938474,83095,77,7,10,11597,18,16,Rent,Masters,Widowed,9,139164.0
10935,698,0.4842236022770636,29222,67,9,10,12865,13,13,Mortgage,High School,Widowed,13,38595.0
10936,767,0.3947920457271578,71945,22,7,17,13438,5,6,Mortgage,PhD,Widowed,3,188132.0
10937,325,0.221388750533967,98206,81,3,0,6336,1,15,Rent,Bachelor,Widowed,2,44352.0
10938,636,0.3793642324415158,90535,34,5,14,10953,12,1,Rent,Bachelor,Widowed,22,219060.0
10939,684,0.283012267797285,88586,33,6,3,15409,0,4,Mortgage,Bachelor,Widowed,4,46227.0
10940,644,0.689530893995909,93457,44,4,10,12720,3,12,Own,Masters,Widowed,17,228960.0
10941,843,0.0325687346045443,104781,78,6,11,17100,11,4,Mortgage,Bachelor,Widowed,25,307800.0
10942,450,0.8857185438063371,162587,65,9,10,15183,2,0,Own,High School,Widowed,6,273294.0
10943,723,0.3406245303728097,181262,25,7,3,19464,2,16,Rent,Masters,Single,22,408744.0
10944,809,0.9368875939205792,134172,42,4,9,18927,9,14,Mortgage,PhD,Widowed,16,283905.0
10945,710,0.1184982719277215,31906,54,4,9,6145,18,11,Own,High School,Widowed,12,73740.0
10946,401,0.7876892196565889,192550,29,8,1,7994,4,4,Mortgage,Masters,Single,23,23982.0
10947,735,0.2349796129313659,33496,19,4,12,6022,2,0,Rent,High School,Widowed,23,66242.0
10948,578,0.137085575417214,153105,87,6,6,16174,3,0,Mortgage,High School,Single,2,161740.0
10949,757,0.8233326533677853,46525,49,7,6,9224,6,21,Mortgage,Masters,Widowed,17,64568.0
10950,585,0.5786911484785715,159940,39,9,6,16049,14,3,Mortgage,PhD,Single,13,80245.0
10951,839,0.2195260955549254,110306,45,0,18,16274,10,20,Rent,Masters,Widowed,4,65096.0
10952,798,0.1958420534506351,35197,43,3,2,2996,18,0,Own,Masters,Widowed,11,23968.0
10953,381,0.7631032172917959,33317,44,6,2,3913,1,17,Rent,PhD,Widowed,10,19565.0
10954,315,0.3040928583514343,128979,72,9,15,14191,12,13,Rent,Masters,Widowed,9,198674.0
10955,704,0.6343042683910431,84033,33,5,0,4187,2,2,Mortgage,High School,Widowed,20,50244.0
10956,652,0.0845234741598649,57559,43,3,4,17306,0,21,Rent,Masters,Single,9,328814.0
10957,381,0.1850078606289932,70006,84,7,5,2234,15,2,Rent,Masters,Widowed,4,44680.0
10958,377,0.3118321529168675,70640,44,5,18,4174,10,6,Mortgage,PhD,Widowed,2,12522.0
10959,392,0.4889009876932348,83699,58,8,4,1994,4,4,Mortgage,Masters,Married,7,5982.0
10960,706,0.5392995906952212,146679,85,0,9,6120,13,8,Rent,Masters,Widowed,8,73440.0
10961,659,0.2702405368056925,108134,28,7,4,16135,19,10,Mortgage,Masters,Single,7,274295.0
10962,484,0.2170754374916843,193130,70,9,3,16931,3,19,Mortgage,High School,Single,0,220103.0
10963,819,0.1392587481619537,129823,31,3,9,15882,4,5,Own,Masters,Widowed,14,79410.0
10964,636,0.1908750505593824,26515,63,7,19,3331,15,2,Own,Masters,Widowed,20,66620.0
10965,491,0.1650057566781999,55177,38,7,5,19476,8,11,Mortgage,PhD,Widowed,26,331092.0
10966,722,0.2850758151904484,132770,22,4,15,18456,3,27,Mortgage,PhD,Widowed,4,258384.0
10967,780,0.5050654221852485,30604,80,5,9,7121,14,13,Rent,Masters,Widowed,28,149541.0
10968,516,0.3374554110915087,100877,24,2,2,10654,13,4,Own,Masters,Single,5,42616.0
10969,837,0.520003256776836,84078,18,2,8,1994,1,15,Mortgage,Masters,Widowed,21,37886.0
10970,702,0.0989468103990984,111262,54,1,12,15245,14,5,Own,PhD,Widowed,11,213430.0
10971,809,0.4933133366708203,96420,54,3,14,17141,12,5,Rent,Bachelor,Widowed,19,359961.0
10972,632,0.2862327803812851,48177,63,9,4,11932,13,28,Mortgage,High School,Divorced,7,155116.0
10973,713,0.4469104862898991,186261,46,5,11,16300,4,6,Mortgage,PhD,Widowed,5,244500.0
10974,603,0.2300881508151574,77473,75,6,4,15475,18,19,Mortgage,High School,Widowed,21,46425.0
10975,480,0.1171998117975618,62268,45,3,18,14003,11,21,Rent,Masters,Widowed,8,42009.0
10976,415,0.8005509159353612,120890,28,9,7,7078,6,19,Mortgage,Masters,Widowed,5,92014.0
10977,612,0.1103986911034099,175052,24,7,8,6105,4,8,Rent,Masters,Single,22,36630.0
10978,361,0.6825540988174004,29903,40,6,4,1824,1,18,Mortgage,High School,Widowed,14,29184.0
10979,454,0.0106063156059165,48776,67,7,10,9576,1,26,Own,High School,Widowed,24,67032.0
10980,757,0.6139878963852983,120115,83,9,6,18731,10,17,Mortgage,High School,Divorced,5,337158.0
10981,436,0.9706342600218144,60198,20,8,14,16504,16,12,Mortgage,Masters,Widowed,16,198048.0
10982,434,0.3341061838243842,166149,86,0,0,7952,10,1,Rent,Masters,Married,5,95424.0
10983,473,0.1018161991468679,130169,40,2,13,18350,0,8,Rent,High School,Single,0,183500.0
10984,552,0.3939695720189923,194743,50,9,3,16920,0,4,Mortgage,PhD,Widowed,18,338400.0
10985,386,0.6809267157434779,69573,21,8,17,17224,5,3,Rent,Masters,Married,0,241136.0
10986,688,0.6245014463938838,85272,37,0,9,1454,4,6,Rent,PhD,Widowed,2,23264.0
10987,494,0.0666871589767733,176310,27,9,4,8410,13,4,Rent,High School,Widowed,25,42050.0
10988,679,0.0958728747593009,160247,38,6,12,15332,4,14,Mortgage,PhD,Widowed,15,260644.0
10989,473,0.2652285318487706,177275,65,6,5,14187,14,20,Rent,High School,Widowed,15,255366.0
10990,436,0.0154399326045003,183364,18,5,9,6985,0,15,Mortgage,PhD,Widowed,26,41910.0
10991,848,0.6337030412165865,87348,65,5,13,8435,5,1,Mortgage,High School,Widowed,4,25305.0
10992,497,0.018799992744511,131608,56,3,14,7795,13,12,Rent,High School,Widowed,16,70155.0
10993,811,0.5489888691879176,44041,30,3,10,3852,19,12,Rent,High School,Widowed,21,11556.0
10994,594,0.6084286441271954,164273,42,6,4,11492,2,18,Rent,Masters,Single,9,137904.0
10995,411,0.2061310236025715,188344,36,3,13,2077,5,3,Own,High School,Widowed,10,27001.0
10996,317,0.1832821195467961,31277,83,0,10,2191,16,20,Rent,High School,Widowed,20,6573.0
10997,415,0.2923811063938735,195329,80,7,4,4343,1,3,Rent,High School,Widowed,6,43430.0
10998,343,0.0745006808725572,148754,42,9,1,17465,4,27,Rent,High School,Widowed,11,209580.0
10999,527,0.0617233028542182,148078,88,6,13,14511,1,18,Rent,Bachelor,Widowed,3,130599.0
11000,811,0.0941963837285086,157370,34,9,14,13590,5,17,Mortgage,PhD,Single,1,176670.0
11001,798,0.2385310865701253,81288,87,7,17,2157,13,12,Rent,High School,Single,15,32355.0
11002,705,0.2267066588582574,89735,22,6,13,1696,13,19,Rent,High School,Widowed,25,25440.0
11003,675,0.8089705592655932,159821,74,7,17,5213,5,6,Rent,High School,Widowed,24,57343.0
11004,714,0.1861175621413864,160646,57,5,12,13357,1,29,Rent,Bachelor,Widowed,17,106856.0
11005,748,0.113623127708816,55990,45,6,4,2275,1,24,Rent,Bachelor,Widowed,22,9100.0
11006,581,0.3948671476544286,51136,33,1,1,9119,11,2,Rent,PhD,Widowed,4,155023.0
11007,480,0.5464582862436067,190220,46,8,16,11396,5,2,Rent,Masters,Widowed,4,193732.0
11008,357,0.1240950681876141,123064,52,0,7,15721,16,10,Rent,High School,Widowed,26,188652.0
11009,319,0.0880960004264352,114298,21,5,12,6028,10,19,Mortgage,Masters,Widowed,20,60280.0
11010,416,0.4249531688351475,77086,53,6,4,18143,0,23,Rent,Masters,Widowed,7,381003.0
11011,660,0.1335408179676553,135850,33,3,6,10394,5,19,Mortgage,High School,Widowed,0,31182.0
11012,600,0.7925195025621709,129646,65,9,9,4383,15,14,Rent,High School,Widowed,8,61362.0
11013,756,0.0205845945495644,68848,53,8,1,15037,5,18,Mortgage,Masters,Widowed,13,105259.0
11014,562,0.1811742284405968,138799,88,4,4,10321,4,14,Mortgage,High School,Widowed,23,206420.0
11015,790,0.0987406348428414,59665,79,8,12,10452,18,25,Rent,PhD,Widowed,17,156780.0
11016,823,0.280831268770402,162436,51,7,11,8453,11,27,Mortgage,High School,Divorced,2,33812.0
11017,657,0.3771296965161544,21419,28,1,1,11118,3,21,Rent,Masters,Widowed,28,44472.0
11018,457,0.9719361346199962,148196,81,8,7,14234,5,0,Rent,Masters,Widowed,1,241978.0
11019,350,0.1819854523198197,163025,20,2,12,13733,16,21,Own,Masters,Widowed,0,96131.0
11020,740,0.1171322809124022,116877,87,7,5,9306,1,17,Mortgage,Masters,Widowed,17,148896.0
11021,505,0.2843368039756481,137489,19,8,2,8541,4,9,Rent,PhD,Widowed,5,153738.0
11022,822,0.5455340484211137,168996,51,9,14,12080,2,4,Own,Bachelor,Widowed,14,48320.0
11023,514,0.12836668038577,31674,49,8,8,7108,4,5,Mortgage,Bachelor,Widowed,8,120836.0
11024,522,0.5373689679529517,186643,30,8,0,19542,12,12,Rent,Masters,Divorced,9,58626.0
11025,814,0.171967303085195,67201,45,8,9,19619,1,6,Own,Bachelor,Widowed,5,333523.0
11026,476,0.656342711827123,81853,48,8,2,19170,0,1,Rent,High School,Single,3,230040.0
11027,414,0.5996457113921962,79084,71,6,11,17166,2,8,Rent,High School,Widowed,9,154494.0
11028,719,0.7428488311207355,120790,44,8,8,7139,6,20,Mortgage,PhD,Single,6,142780.0
11029,599,0.0746627920041875,85954,52,6,17,17149,14,7,Mortgage,Masters,Single,23,85745.0
11030,654,0.4440072543847295,78723,89,0,1,6229,14,23,Rent,High School,Widowed,3,37374.0
11031,848,0.1969428325456834,79469,54,8,9,6058,13,3,Own,High School,Widowed,10,48464.0
11032,738,0.8076810135764236,80405,66,3,4,9137,4,4,Rent,Masters,Widowed,4,137055.0
11033,568,0.9191342220348124,76380,51,7,19,16495,6,4,Rent,Masters,Widowed,5,148455.0
11034,773,0.109288585273655,139465,20,3,14,7618,10,2,Mortgage,Masters,Single,22,60944.0
11035,522,0.2692644426631165,126646,61,6,6,7104,6,29,Rent,High School,Widowed,24,134976.0
11036,528,0.0001734286728399,72846,73,7,18,2219,0,3,Own,High School,Single,22,33285.0
11037,332,0.5097533871913349,166021,83,0,0,7076,11,6,Rent,Masters,Widowed,6,134444.0
11038,674,0.6407554322260336,50654,33,1,10,6231,5,8,Rent,PhD,Widowed,4,118389.0
11039,700,0.3165369318758103,36837,40,8,6,10057,4,10,Rent,Masters,Widowed,22,50285.0
11040,784,0.422553992095127,76631,80,9,16,9020,4,14,Rent,Masters,Widowed,26,171380.0
11041,614,0.6082119185225389,103627,33,9,7,14154,18,15,Mortgage,High School,Divorced,7,155694.0
11042,773,0.3065757520587573,74478,74,7,10,7994,3,18,Rent,PhD,Widowed,15,71946.0
11043,746,0.4129763091517641,169014,71,8,11,13077,6,6,Rent,Masters,Single,6,117693.0
11044,300,0.67281724691983,174370,64,8,7,15028,3,7,Rent,PhD,Widowed,8,210392.0
11045,669,0.1114259231323081,38072,43,1,14,19368,0,12,Rent,Masters,Married,1,387360.0
11046,762,0.557394347897432,120020,76,9,3,14547,13,21,Rent,Masters,Widowed,15,247299.0
11047,555,0.7607956945306897,113842,81,9,11,12481,0,4,Mortgage,High School,Widowed,20,249620.0
11048,604,0.4793270368495074,171781,32,7,2,1531,13,1,Rent,High School,Widowed,6,26027.0
11049,609,0.4255722656963295,188556,49,1,0,4650,1,1,Rent,PhD,Widowed,29,60450.0
11050,407,0.182172942831834,54217,60,9,14,6472,1,21,Mortgage,PhD,Widowed,16,51776.0
11051,684,0.0059417705901894,62154,18,3,19,12212,10,28,Mortgage,High School,Married,4,36636.0
11052,528,0.0964146209714001,81374,81,3,0,12471,17,6,Rent,High School,Widowed,1,162123.0
11053,829,0.7633125367574985,133454,48,2,1,18454,10,2,Mortgage,High School,Widowed,25,276810.0
11054,603,0.2573701817878503,179888,37,0,17,19788,8,1,Mortgage,High School,Widowed,23,356184.0
11055,710,0.6909655030162515,178287,48,6,8,13469,3,14,Rent,Bachelor,Widowed,14,282849.0
11056,642,0.0990683240412069,195318,45,5,19,15991,0,6,Own,PhD,Single,22,319820.0
11057,790,0.1646510678923759,109782,59,8,17,9726,7,17,Own,High School,Widowed,28,116712.0
11058,643,0.6339103753238905,67051,85,3,1,7034,4,0,Rent,High School,Married,1,105510.0
