employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
1682,4.0,3.0,3.0,2016-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-11-11 00:00:00,Resignation,Salary,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2016-12-31 00:00:00
1682,4.0,3.0,3.0,2016-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-11-11 00:00:00,Resignation,Salary,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2015-12-31 00:00:00
1682,4.0,3.0,3.0,2016-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-11-11 00:00:00,Resignation,Salary,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2016-12-31 00:00:00
1692,1.0,3.0,3.0,2016-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-08-27 00:00:00,Fired,Activo,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2015-12-31 00:00:00
1692,1.0,3.0,3.0,2016-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-08-27 00:00:00,Fired,Activo,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2016-12-31 00:00:00
1692,1.0,3.0,3.0,2016-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-08-27 00:00:00,Fired,Activo,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2015-12-31 00:00:00
1692,1.0,3.0,3.0,2016-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-08-27 00:00:00,Fired,Activo,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2016-12-31 00:00:00
1693,2.0,1.0,4.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-11 00:00:00,Resignation,Others,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,2015-12-31 00:00:00
1693,2.0,1.0,4.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-11 00:00:00,Resignation,Others,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,2016-12-31 00:00:00
1693,2.0,1.0,4.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-11 00:00:00,Resignation,Others,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,2015-12-31 00:00:00
1693,2.0,1.0,4.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-11 00:00:00,Resignation,Others,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,2016-12-31 00:00:00
1695,2.0,1.0,1.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Stress,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2015-12-31 00:00:00
1695,2.0,1.0,1.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Stress,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2016-12-31 00:00:00
1695,2.0,1.0,1.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Stress,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2015-12-31 00:00:00
1695,2.0,1.0,1.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Stress,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2016-12-31 00:00:00
1708,3.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-03 00:00:00,Resignation,Others,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2015-12-31 00:00:00
1708,3.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-03 00:00:00,Resignation,Others,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2016-12-31 00:00:00
1708,3.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-03 00:00:00,Resignation,Others,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2015-12-31 00:00:00
1708,3.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-03 00:00:00,Resignation,Others,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2016-12-31 00:00:00
1717,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-22 00:00:00,Fired,Activo,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,2015-12-31 00:00:00
1717,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-22 00:00:00,Fired,Activo,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,2016-12-31 00:00:00
1717,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-22 00:00:00,Fired,Activo,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,2015-12-31 00:00:00
1717,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-22 00:00:00,Fired,Activo,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,2016-12-31 00:00:00
1726,4.0,3.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-01 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,2015-12-31 00:00:00
1726,4.0,3.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-01 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,2016-12-31 00:00:00
1726,4.0,3.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-01 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,2015-12-31 00:00:00
1726,4.0,3.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-01 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,2016-12-31 00:00:00
1727,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-12 00:00:00,Resignation,Others,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,2015-12-31 00:00:00
1727,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-12 00:00:00,Resignation,Others,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,2016-12-31 00:00:00
1727,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-12 00:00:00,Resignation,Others,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,2015-12-31 00:00:00
1727,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-12 00:00:00,Resignation,Others,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,2016-12-31 00:00:00
1738,1.0,3.0,3.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-11-15 00:00:00,Resignation,Others,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,2015-12-31 00:00:00
1738,1.0,3.0,3.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-11-15 00:00:00,Resignation,Others,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,2016-12-31 00:00:00
1738,1.0,3.0,3.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-11-15 00:00:00,Resignation,Others,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,2015-12-31 00:00:00
1738,1.0,3.0,3.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-11-15 00:00:00,Resignation,Others,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,2016-12-31 00:00:00
1741,2.0,3.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,2015-12-31 00:00:00
1741,2.0,3.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,2016-12-31 00:00:00
1741,2.0,3.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,2015-12-31 00:00:00
1741,2.0,3.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,2016-12-31 00:00:00
1753,1.0,2.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-19 00:00:00,Resignation,Stress,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,2015-12-31 00:00:00
1753,1.0,2.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-19 00:00:00,Resignation,Stress,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,2016-12-31 00:00:00
1753,1.0,2.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-19 00:00:00,Resignation,Stress,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,2015-12-31 00:00:00
1753,1.0,2.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-19 00:00:00,Resignation,Stress,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,2016-12-31 00:00:00
1760,3.0,3.0,3.0,2016-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-09-08 00:00:00,Resignation,Others,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2015-12-31 00:00:00
1760,3.0,3.0,3.0,2016-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-09-08 00:00:00,Resignation,Others,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2016-12-31 00:00:00
1760,3.0,3.0,3.0,2016-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-09-08 00:00:00,Resignation,Others,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2015-12-31 00:00:00
1760,3.0,3.0,3.0,2016-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-09-08 00:00:00,Resignation,Others,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2016-12-31 00:00:00
1775,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-06 00:00:00,Resignation,Stress,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,2015-12-31 00:00:00
1775,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-06 00:00:00,Resignation,Stress,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,2016-12-31 00:00:00
1775,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-06 00:00:00,Resignation,Stress,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,2015-12-31 00:00:00
1775,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-06 00:00:00,Resignation,Stress,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,2016-12-31 00:00:00
1779,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-12-04 00:00:00,Resignation,Others,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,8.0,2,5,1,2015-12-31 00:00:00
1779,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-12-04 00:00:00,Resignation,Others,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,8.0,2,5,1,2016-12-31 00:00:00
1779,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-12-04 00:00:00,Resignation,Others,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,8.0,2,5,1,2015-12-31 00:00:00
1779,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-12-04 00:00:00,Resignation,Others,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,8.0,2,5,1,2016-12-31 00:00:00
1781,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-28 00:00:00,Resignation,Others,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,2015-12-31 00:00:00
1781,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-28 00:00:00,Resignation,Others,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,2016-12-31 00:00:00
1781,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-28 00:00:00,Resignation,Others,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,2015-12-31 00:00:00
1781,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-28 00:00:00,Resignation,Others,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,2016-12-31 00:00:00
1786,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-02 00:00:00,Resignation,Others,26,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2015-12-31 00:00:00
1786,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-02 00:00:00,Resignation,Others,26,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2016-12-31 00:00:00
1786,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-02 00:00:00,Resignation,Others,26,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2015-12-31 00:00:00
1786,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-02 00:00:00,Resignation,Others,26,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2016-12-31 00:00:00
1798,3.0,1.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-11-10 00:00:00,Resignation,Salary,23,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,2015-12-31 00:00:00
1798,3.0,1.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-11-10 00:00:00,Resignation,Salary,23,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,2016-12-31 00:00:00
1798,3.0,1.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-11-10 00:00:00,Resignation,Salary,23,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,2015-12-31 00:00:00
1798,3.0,1.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-11-10 00:00:00,Resignation,Salary,23,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,2016-12-31 00:00:00
1802,2.0,1.0,3.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-03-26 00:00:00,Resignation,Others,29,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,2015-12-31 00:00:00
1802,2.0,1.0,3.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-03-26 00:00:00,Resignation,Others,29,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,2016-12-31 00:00:00
1802,2.0,1.0,3.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-03-26 00:00:00,Resignation,Others,29,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,2015-12-31 00:00:00
1802,2.0,1.0,3.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-03-26 00:00:00,Resignation,Others,29,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,2016-12-31 00:00:00
1804,1.0,1.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-07-14 00:00:00,Fired,Activo,33,Travel_Rarely,Research & Development,23,5,Life Sciences,Male,1,Human Resources,Single,86390,5.0,16,2,6.0,3,3,0,2015-12-31 00:00:00
1804,1.0,1.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-07-14 00:00:00,Fired,Activo,33,Travel_Rarely,Research & Development,23,5,Life Sciences,Male,1,Human Resources,Single,86390,5.0,16,2,6.0,3,3,0,2016-12-31 00:00:00
1804,1.0,1.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-07-14 00:00:00,Fired,Activo,33,Travel_Rarely,Research & Development,23,5,Life Sciences,Male,1,Human Resources,Single,86390,5.0,16,2,6.0,3,3,0,2015-12-31 00:00:00
1804,1.0,1.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-07-14 00:00:00,Fired,Activo,33,Travel_Rarely,Research & Development,23,5,Life Sciences,Male,1,Human Resources,Single,86390,5.0,16,2,6.0,3,3,0,2016-12-31 00:00:00
1808,4.0,2.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-16 00:00:00,Resignation,Others,58,Travel_Rarely,Research & Development,24,3,Other,Female,2,Research Scientist,Single,43170,7.0,17,0,40.0,2,31,13,2015-12-31 00:00:00
1808,4.0,2.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-16 00:00:00,Resignation,Others,58,Travel_Rarely,Research & Development,24,3,Other,Female,2,Research Scientist,Single,43170,7.0,17,0,40.0,2,31,13,2016-12-31 00:00:00
1808,4.0,2.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-16 00:00:00,Resignation,Others,58,Travel_Rarely,Research & Development,24,3,Other,Female,2,Research Scientist,Single,43170,7.0,17,0,40.0,2,31,13,2015-12-31 00:00:00
1808,4.0,2.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-16 00:00:00,Resignation,Others,58,Travel_Rarely,Research & Development,24,3,Other,Female,2,Research Scientist,Single,43170,7.0,17,0,40.0,2,31,13,2016-12-31 00:00:00
1811,3.0,3.0,2.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-02-11 00:00:00,Resignation,Others,28,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6.0,16,1,5.0,4,2,2,2015-12-31 00:00:00
1811,3.0,3.0,2.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-02-11 00:00:00,Resignation,Others,28,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6.0,16,1,5.0,4,2,2,2016-12-31 00:00:00
1811,3.0,3.0,2.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-02-11 00:00:00,Resignation,Others,28,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6.0,16,1,5.0,4,2,2,2015-12-31 00:00:00
1811,3.0,3.0,2.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-02-11 00:00:00,Resignation,Others,28,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6.0,16,1,5.0,4,2,2,2016-12-31 00:00:00
1820,3.0,4.0,4.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-11-22 00:00:00,Resignation,Others,49,Travel_Rarely,Sales,7,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1.0,14,2,9.0,2,9,7,2015-12-31 00:00:00
1820,3.0,4.0,4.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-11-22 00:00:00,Resignation,Others,49,Travel_Rarely,Sales,7,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1.0,14,2,9.0,2,9,7,2016-12-31 00:00:00
1820,3.0,4.0,4.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-11-22 00:00:00,Resignation,Others,49,Travel_Rarely,Sales,7,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1.0,14,2,9.0,2,9,7,2015-12-31 00:00:00
1820,3.0,4.0,4.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-11-22 00:00:00,Resignation,Others,49,Travel_Rarely,Sales,7,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1.0,14,2,9.0,2,9,7,2016-12-31 00:00:00
1821,3.0,4.0,2.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-12-03 00:00:00,Resignation,Stress,55,Travel_Rarely,Human Resources,16,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4.0,11,0,12.0,3,9,7,2015-12-31 00:00:00
1821,3.0,4.0,2.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-12-03 00:00:00,Resignation,Stress,55,Travel_Rarely,Human Resources,16,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4.0,11,0,12.0,3,9,7,2016-12-31 00:00:00
1821,3.0,4.0,2.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-12-03 00:00:00,Resignation,Stress,55,Travel_Rarely,Human Resources,16,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4.0,11,0,12.0,3,9,7,2015-12-31 00:00:00
1821,3.0,4.0,2.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-12-03 00:00:00,Resignation,Stress,55,Travel_Rarely,Human Resources,16,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4.0,11,0,12.0,3,9,7,2016-12-31 00:00:00
1827,3.0,3.0,3.0,2016-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-07-14 00:00:00,Resignation,Stress,26,Travel_Frequently,Research & Development,22,4,Other,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,2015-12-31 00:00:00
1827,3.0,3.0,3.0,2016-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-07-14 00:00:00,Resignation,Stress,26,Travel_Frequently,Research & Development,22,4,Other,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,2016-12-31 00:00:00
1827,3.0,3.0,3.0,2016-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-07-14 00:00:00,Resignation,Stress,26,Travel_Frequently,Research & Development,22,4,Other,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,2015-12-31 00:00:00
